index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
9877,"[40, 60[",Private,*,Undergraduate,13,Divorced,Other, Not-in-family,White,Female,14084,0,40,North America, >50K
9878,"[20, 40[",Local-gov,*,Undergraduate,10,Married-civ-spouse,Other, Husband,White,Male,0,0,48,North America, <=50K
9879,"[40, 60[",Private,*,High School,4,Divorced,Technical, Not-in-family,White,Female,0,0,64,North America, <=50K
9880,"[20, 40[",Federal-gov,*,High School,9,Married-civ-spouse,Other, Husband,Black,Male,0,0,50,North America, <=50K
9881,"[40, 60[",Private,*,Undergraduate,10,Divorced,Other, Unmarried,White,Female,0,0,38,North America, <=50K
9882,"[40, 60[",Private,*,Undergraduate,10,Divorced,Technical, Not-in-family,White,Female,0,0,50,North America, <=50K
9884,"[40, 60[",Self-emp-inc,*,Graduate,14,Divorced,Nontechnical, Not-in-family,White,Male,0,0,80,North America, >50K
9885,"[60, 80[",?,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,35,North America, <=50K
9886,"[20, 40[",Private,*,High School,7,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
9887,"[20, 40[",Private,*,High School,9,Divorced,Technical, Not-in-family,White,Male,0,0,40,North America, <=50K
9888,"[20, 40[",Private,*,High School,7,Never-married,Nontechnical, Not-in-family,White,Female,0,0,40,North America, <=50K
9889,"[20, 40[",Private,*,Undergraduate,10,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,55,North America, <=50K
9890,"[40, 60[",Private,*,Undergraduate,10,Married-civ-spouse,Technical, Husband,White,Male,15024,0,50,North America, >50K
9891,"[20, 40[",Private,*,Undergraduate,10,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
9892,"[20, 40[",Private,*,High School,9,Separated,Other, Not-in-family,White,Female,0,0,55,North America, <=50K
9893,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
9894,"[40, 60[",Local-gov,*,Undergraduate,13,Divorced,Other, Not-in-family,White,Male,0,0,40,North America, >50K
9895,"[20, 40[",Private,*,High School,8,Married-civ-spouse,Other, Husband,White,Male,3942,0,40,North America, <=50K
9896,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
9897,"[60, 80[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,1424,0,24,North America, <=50K
9898,"[20, 40[",Private,*,Professional Education,11,Never-married,Technical, Unmarried,White,Male,0,0,40,North America, <=50K
9899,"[60, 80[",Private,*,Undergraduate,10,Widowed,Other, Unmarried,White,Female,0,0,24,North America, <=50K
9900,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,45,North America, >50K
9901,"[20, 40[",Private,*,Undergraduate,13,Married-civ-spouse,Technical, Wife,White,Female,0,0,24,North America, <=50K
9902,"[20, 40[",Private,*,Undergraduate,13,Never-married,Nontechnical, Not-in-family,White,Male,0,0,45,North America, <=50K
9903,"[20, 40[",Private,*,Professional Education,12,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,65,North America, >50K
9904,"[60, 80[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,16,North America, <=50K
9905,"[40, 60[",Private,*,Undergraduate,10,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, >50K
9906,"[40, 60[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,40,North America, >50K
9907,"[60, 80[",?,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,1409,0,15,North America, <=50K
9908,"[20, 40[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,7688,0,40,North America, >50K
9909,"[20, 40[",Private,*,Undergraduate,10,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,36,North America, <=50K
9910,"[40, 60[",Private,*,Undergraduate,10,Divorced,Other, Not-in-family,White,Female,0,0,43,North America, <=50K
9912,"[20, 40[",Private,*,Undergraduate,10,Divorced,Other, Unmarried,White,Female,0,0,40,North America, <=50K
9913,"[20, 40[",Private,*,Undergraduate,10,Married-civ-spouse,Other, Husband,White,Male,0,0,38,North America, <=50K
9914,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,45,North America, <=50K
9915,"[20, 40[",Private,*,Undergraduate,10,Never-married,Nontechnical, Not-in-family,White,Male,0,0,60,North America, <=50K
9916,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,50,North America, >50K
9917,"[40, 60[",Self-emp-not-inc,*,Graduate,16,Never-married,Technical, Not-in-family,White,Female,0,0,45,North America, <=50K
9918,"[20, 40[",Private,*,High School,9,Divorced,Technical, Not-in-family,White,Female,0,0,40,North America, <=50K
9919,"[20, 40[",Self-emp-inc,*,Undergraduate,10,Never-married,Nontechnical, Not-in-family,White,Male,0,0,70,North America, <=50K
9921,"[40, 60[",Private,*,High School,9,Divorced,Technical, Not-in-family,White,Male,0,0,40,North America, >50K
9922,"[0, 20[",Private,*,High School,9,Never-married,Nontechnical, Own-child,White,Male,0,0,40,North America, <=50K
9923,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,48,North America, <=50K
9924,"[40, 60[",Private,*,High School,5,Married-civ-spouse,Technical, Husband,White,Male,0,0,50,North America, >50K
9925,"[60, 80[",Private,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,16,North America, <=50K
9926,"[60, 80[",?,*,High School,7,Married-civ-spouse,Other, Husband,White,Male,0,0,8,North America, <=50K
9927,"[0, 20[",?,*,High School,7,Never-married,Other, Other-relative,White,Female,0,0,20,North America, <=50K
9928,"[20, 40[",Self-emp-not-inc,*,High School,9,Never-married,Technical, Not-in-family,White,Male,0,0,40,North America, <=50K
9929,"[20, 40[",Local-gov,*,Undergraduate,10,Never-married,Other, Not-in-family,White,Female,0,0,55,North America, <=50K
9930,"[20, 40[",Private,*,Undergraduate,13,Never-married,Technical, Not-in-family,White,Female,0,0,45,North America, >50K
9931,"[20, 40[",Federal-gov,*,Undergraduate,10,Never-married,Other, Other-relative,White,Female,0,0,40,North America, <=50K
9932,"[20, 40[",Self-emp-not-inc,*,Undergraduate,10,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
9933,"[20, 40[",Private,*,High School,9,Never-married,Nontechnical, Not-in-family,White,Female,0,0,40,North America, <=50K
9934,"[20, 40[",Private,*,High School,9,Never-married,Other, Not-in-family,White,Male,0,0,48,North America, <=50K
9935,"[20, 40[",Private,*,High School,9,Never-married,Other, Own-child,White,Male,0,0,40,North America, <=50K
9936,"[60, 80[",Self-emp-not-inc,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,35,North America, <=50K
9937,"[20, 40[",Self-emp-inc,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,40,North America, <=50K
9938,"[20, 40[",?,*,Undergraduate,10,Never-married,Other, Unmarried,White,Female,0,0,25,North America, <=50K
9940,"[20, 40[",Private,*,Undergraduate,13,Never-married,Technical, Not-in-family,White,Female,0,0,40,North America, <=50K
9941,"[20, 40[",Self-emp-not-inc,*,High School,9,Married-civ-spouse,Technical, Wife,White,Female,0,0,35,North America, >50K
9942,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Other, Husband,Black,Male,0,0,60,North America, <=50K
9943,"[20, 40[",Private,*,Undergraduate,10,Never-married,Other, Not-in-family,White,Male,0,0,40,North America, <=50K
9944,"[20, 40[",Private,*,Professional Education,12,Divorced,Nontechnical, Not-in-family,White,Female,0,0,45,North America, <=50K
9946,"[40, 60[",Private,*,Undergraduate,13,Divorced,Other, Unmarried,White,Female,0,0,56,North America, >50K
9947,"[20, 40[",Private,*,High School,9,Never-married,Nontechnical, Other-relative,White,Male,0,0,45,North America, <=50K
9948,"[40, 60[",Self-emp-not-inc,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,10,North America, <=50K
9949,"[20, 40[",Private,*,High School,9,Never-married,Other, Not-in-family,White,Male,0,0,40,North America, <=50K
9950,"[20, 40[",Private,*,Undergraduate,10,Never-married,Other, Own-child,Black,Female,0,0,40,North America, <=50K
9951,"[20, 40[",State-gov,*,High School,9,Never-married,Other, Unmarried,Black,Female,1831,0,40,North America, <=50K
9952,"[20, 40[",State-gov,*,Graduate,14,Married-civ-spouse,Technical, Husband,Asian-Pac-Islander,Male,0,0,17,Asia, <=50K
9953,"[60, 80[",Self-emp-not-inc,*,High School,9,Widowed,Other, Not-in-family,White,Female,0,0,20,North America, <=50K
9954,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,55,North America, >50K
9955,"[40, 60[",Self-emp-not-inc,*,High School,9,Divorced,Technical, Not-in-family,White,Male,0,0,60,North America, >50K
9956,"[40, 60[",Private,*,High School,9,Widowed,Other, Not-in-family,White,Female,0,0,24,North America, <=50K
9958,"[40, 60[",Self-emp-inc,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,60,North America, <=50K
9959,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Other, Husband,Black,Male,0,0,40,North America, >50K
9960,"[0, 20[",Private,*,High School,9,Never-married,Technical, Other-relative,White,Male,0,0,40,North America, <=50K
9961,"[20, 40[",Private,*,High School,9,Divorced,Nontechnical, Unmarried,White,Female,0,0,36,North America, <=50K
9962,"[40, 60[",Private,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,60,North America, >50K
9963,"[20, 40[",Private,*,Undergraduate,10,Never-married,Technical, Not-in-family,White,Female,0,0,20,North America, <=50K
9966,"[40, 60[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,50,North America, >50K
9967,"[60, 80[",Private,*,High School,9,Widowed,Nontechnical, Not-in-family,White,Female,0,0,40,North America, <=50K
9968,"[20, 40[",Private,*,High School,7,Never-married,Technical, Not-in-family,White,Male,0,0,40,North America, <=50K
9969,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
9970,"[40, 60[",Private,*,Undergraduate,13,Never-married,Other, Not-in-family,White,Female,0,0,40,North America, <=50K
9971,"[0, 20[",Private,*,High School,4,Never-married,Technical, Not-in-family,White,Male,0,0,45,North America, <=50K
9974,"[40, 60[",Local-gov,*,Undergraduate,10,Divorced,Technical, Own-child,White,Female,0,0,40,North America, <=50K
9975,"[0, 20[",Private,*,Undergraduate,10,Never-married,Other, Own-child,White,Male,0,0,20,North America, <=50K
9976,"[20, 40[",Private,*,High School,9,Divorced,Technical, Not-in-family,White,Male,0,0,40,North America, <=50K
9977,"[20, 40[",Private,*,Undergraduate,10,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
9978,"[40, 60[",Private,*,High School,9,Divorced,Nontechnical, Own-child,White,Male,0,1876,40,North America, <=50K
9979,"[40, 60[",Local-gov,*,Graduate,14,Never-married,Technical, Not-in-family,White,Male,0,0,40,North America, <=50K
9980,"[20, 40[",Private,*,Undergraduate,13,Never-married,Technical, Not-in-family,White,Male,0,0,40,North America, <=50K
9981,"[20, 40[",Private,*,High School,9,Never-married,Other, Not-in-family,White,Female,0,0,40,North America, <=50K
9982,"[20, 40[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Own-child,White,Male,0,0,55,North America, <=50K
9983,"[20, 40[",Private,*,High School,9,Never-married,Other, Other-relative,White,Male,0,0,40,North America, <=50K
9986,"[40, 60[",State-gov,*,Graduate,14,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
9987,"[60, 80[",?,*,High School,4,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
9988,"[40, 60[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,50,North America, <=50K
9989,"[20, 40[",Private,*,High School,5,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,46,North America, <=50K
9990,"[0, 20[",Private,*,High School,8,Never-married,Other, Own-child,White,Female,0,0,25,North America, <=50K
9991,"[40, 60[",State-gov,*,Undergraduate,10,Divorced,Other, Not-in-family,White,Male,0,0,40,North America, <=50K
9992,"[40, 60[",Private,*,High School,9,Divorced,Technical, Own-child,Black,Female,0,0,40,North America, <=50K
9993,"[60, 80[",Private,*,High School,9,Widowed,Other, Not-in-family,White,Female,0,0,15,North America, <=50K
9994,"[20, 40[",Self-emp-not-inc,*,Professional Education,11,Married-civ-spouse,Technical, Husband,White,Male,0,0,75,North America, <=50K
9995,"[20, 40[",Private,*,Undergraduate,10,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,60,North America, >50K
9996,"[20, 40[",Private,*,High School,9,Never-married,Other, Own-child,White,Female,0,0,8,North America, <=50K
9997,"[20, 40[",Private,*,Undergraduate,10,Never-married,Other, Own-child,Black,Male,0,0,40,North America, <=50K
9998,"[20, 40[",Private,*,Primary School,2,Married-civ-spouse,Other, Husband,White,Male,0,0,53,North America, <=50K
9999,"[20, 40[",Private,*,Undergraduate,10,Divorced,Nontechnical, Unmarried,White,Female,0,0,40,North America, <=50K
10000,"[20, 40[",Private,*,Undergraduate,10,Divorced,Other, Not-in-family,White,Female,0,0,50,North America, <=50K
10001,"[20, 40[",Private,*,Undergraduate,13,Never-married,Nontechnical, Not-in-family,White,Female,0,0,45,North America, <=50K
10002,"[40, 60[",Private,*,Undergraduate,10,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, >50K
10004,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Other, Wife,White,Female,0,0,40,North America, <=50K
10005,"[40, 60[",Private,*,Professional Education,12,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,50,North America, <=50K
10006,"[20, 40[",Private,*,High School,9,Never-married,Other, Unmarried,White,Male,0,0,35,North America, <=50K
10007,"[20, 40[",State-gov,*,Undergraduate,13,Married-civ-spouse,Other, Wife,Black,Female,0,0,48,North America, <=50K
10008,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Other, Other-relative,White,Female,0,0,40,North America, <=50K
10009,"[60, 80[",Private,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,55,North America, >50K
10010,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,40,North America, >50K
10013,"[60, 80[",?,*,High School,5,Widowed,Other, Unmarried,White,Female,0,0,25,North America, <=50K
10014,"[20, 40[",Private,*,Undergraduate,10,Never-married,Nontechnical, Own-child,White,Female,0,0,40,North America, <=50K
10016,"[20, 40[",?,*,Undergraduate,10,Never-married,Other, Not-in-family,White,Female,0,0,25,North America, <=50K
10017,"[40, 60[",Local-gov,*,Graduate,14,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,55,North America, <=50K
10018,"[40, 60[",Private,*,High School,9,Never-married,Nontechnical, Own-child,White,Female,0,0,19,North America, <=50K
10019,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
10020,"[20, 40[",Private,*,High School,9,Never-married,Nontechnical, Not-in-family,White,Male,0,0,40,North America, <=50K
10021,"[40, 60[",Private,*,High School,7,Separated,Other, Unmarried,Black,Female,0,0,25,North America, <=50K
10022,"[0, 20[",Private,*,High School,7,Never-married,Nontechnical, Not-in-family,White,Female,0,0,30,North America, <=50K
10023,"[40, 60[",Private,*,Undergraduate,13,Never-married,Other, Not-in-family,White,Male,0,0,25,North America, <=50K
10025,"[40, 60[",Local-gov,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,37,North America, <=50K
10028,"[20, 40[",Private,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,45,North America, >50K
10029,"[20, 40[",Private,*,Undergraduate,10,Never-married,Technical, Not-in-family,White,Male,0,0,40,North America, <=50K
10030,"[20, 40[",Private,*,High School,7,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,35,North America, <=50K
10031,"[0, 20[",Private,*,High School,9,Never-married,Technical, Other-relative,White,Male,0,0,40,North America, <=50K
10032,"[20, 40[",Private,*,Undergraduate,10,Never-married,Other, Not-in-family,White,Female,0,0,28,North America, <=50K
10035,"[60, 80[",?,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,2603,32,North America, <=50K
10036,"[20, 40[",Self-emp-inc,*,Undergraduate,10,Married-civ-spouse,Technical, Husband,White,Male,0,0,25,North America, <=50K
10037,"[20, 40[",Private,*,High School,9,Separated,Other, Unmarried,White,Female,0,0,40,North America, <=50K
10038,"[40, 60[",Private,*,High School,6,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
10039,"[20, 40[",Private,*,Undergraduate,10,Never-married,Other, Own-child,White,Male,0,0,40,North America, <=50K
10040,"[0, 20[",Private,*,High School,9,Never-married,Technical, Own-child,White,Male,0,0,40,North America, <=50K
10042,"[20, 40[",Self-emp-inc,*,Graduate,16,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, >50K
10043,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,45,North America, <=50K
10045,"[20, 40[",Private,*,Undergraduate,10,Never-married,Other, Own-child,White,Male,2176,0,25,North America, <=50K
10046,"[40, 60[",Local-gov,*,Undergraduate,10,Married-civ-spouse,Other, Husband,White,Male,0,0,48,North America, <=50K
10047,"[20, 40[",Private,*,Undergraduate,10,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,40,North America, >50K
10048,"[20, 40[",Federal-gov,*,High School,9,Separated,Nontechnical, Unmarried,White,Female,0,0,40,North America, <=50K
10050,"[40, 60[",Federal-gov,*,Undergraduate,10,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
10051,"[20, 40[",Self-emp-inc,*,Graduate,16,Never-married,Technical, Not-in-family,White,Male,0,0,77,North America, <=50K
10052,"[60, 80[",Private,*,High School,9,Widowed,Other, Unmarried,White,Female,0,0,24,North America, <=50K
10053,"[40, 60[",Self-emp-not-inc,*,High School,7,Married-civ-spouse,Technical, Husband,White,Male,0,0,55,North America, <=50K
10054,"[20, 40[",Private,*,High School,9,Never-married,Nontechnical, Not-in-family,White,Female,0,0,40,North America, <=50K
10055,"[20, 40[",State-gov,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
10056,"[0, 20[",?,*,High School,7,Never-married,Other, Own-child,White,Male,0,0,35,North America, <=50K
10057,"[40, 60[",Self-emp-not-inc,*,Undergraduate,10,Married-civ-spouse,Other, Husband,White,Male,0,0,60,North America, <=50K
10058,"[20, 40[",Private,*,Undergraduate,13,Never-married,Technical, Not-in-family,White,Female,0,0,40,North America, <=50K
10059,"[20, 40[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,45,North America, <=50K
10060,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,85,North America, >50K
10061,"[20, 40[",Private,*,Professional Education,12,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, >50K
10063,"[40, 60[",Private,*,High School,9,Widowed,Nontechnical, Not-in-family,White,Female,0,2444,72,North America, >50K
10064,"[20, 40[",?,*,Professional Education,12,Never-married,Other, Own-child,White,Male,0,0,40,North America, <=50K
10065,"[60, 80[",Private,*,Professional Education,15,Married-civ-spouse,Technical, Husband,White,Male,0,0,12,North America, >50K
10066,"[20, 40[",Private,*,High School,9,Never-married,Other, Other-relative,Black,Female,0,0,30,North America, <=50K
10067,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,60,North America, <=50K
10068,"[20, 40[",Self-emp-not-inc,*,Undergraduate,10,Never-married,Technical, Unmarried,White,Male,0,0,40,North America, <=50K
10069,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
10070,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Technical, Wife,White,Female,0,0,40,North America, <=50K
10071,"[20, 40[",Local-gov,*,Undergraduate,10,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
10075,"[20, 40[",Private,*,High School,6,Married-civ-spouse,Technical, Husband,White,Male,0,0,60,North America, <=50K
10076,"[20, 40[",Private,*,Undergraduate,10,Never-married,Other, Not-in-family,Black,Male,0,0,20,North America, <=50K
10077,"[40, 60[",Private,*,High School,5,Divorced,Other, Not-in-family,Black,Male,0,0,40,North America, <=50K
10078,"[40, 60[",Private,*,High School,9,Divorced,Nontechnical, Not-in-family,White,Male,0,0,40,North America, <=50K
10079,"[40, 60[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,50,North America, >50K
10080,"[20, 40[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,60,North America, <=50K
10081,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,40,North America, <=50K
10082,"[20, 40[",Private,*,Undergraduate,13,Married-civ-spouse,Technical, Wife,White,Female,15024,0,36,North America, >50K
10083,"[20, 40[",Self-emp-not-inc,*,High School,4,Married-civ-spouse,Other, Husband,White,Male,0,0,72,North America, <=50K
10085,"[20, 40[",Private,*,Undergraduate,10,Never-married,Other, Own-child,White,Female,0,0,40,North America, <=50K
10086,"[20, 40[",Self-emp-not-inc,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,70,North America, <=50K
10087,"[40, 60[",Private,*,Undergraduate,13,Never-married,Nontechnical, Unmarried,White,Female,0,0,32,North America, <=50K
10088,"[40, 60[",Private,*,High School,9,Divorced,Technical, Unmarried,Black,Female,0,0,40,North America, <=50K
10090,"[20, 40[",Private,*,Undergraduate,13,Never-married,Technical, Not-in-family,White,Male,0,0,70,North America, <=50K
10091,"[20, 40[",State-gov,*,Graduate,14,Married-civ-spouse,Technical, Husband,Asian-Pac-Islander,Male,0,0,20,Asia, <=50K
10093,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,50,North America, <=50K
10094,"[0, 20[",?,*,Undergraduate,10,Never-married,Other, Own-child,White,Male,0,0,40,North America, <=50K
10095,"[20, 40[",Private,*,Undergraduate,10,Divorced,Other, Unmarried,White,Female,0,0,48,North America, <=50K
10096,"[40, 60[",Self-emp-not-inc,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,21,North America, <=50K
10097,"[20, 40[",Private,*,Undergraduate,10,Never-married,Other, Own-child,White,Male,0,0,20,North America, <=50K
10098,"[40, 60[",?,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
10099,"[40, 60[",Private,*,High School,6,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, >50K
10100,"[20, 40[",Self-emp-inc,*,High School,5,Never-married,Technical, Own-child,White,Male,0,0,40,North America, <=50K
10101,"[20, 40[",Private,*,High School,7,Never-married,Other, Not-in-family,White,Male,0,0,40,North America, <=50K
10102,"[60, 80[",?,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, >50K
10104,"[40, 60[",Private,*,Undergraduate,10,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, >50K
10105,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
10106,"[20, 40[",Private,*,High School,9,Divorced,Other, Not-in-family,White,Male,0,0,38,North America, <=50K
10108,"[20, 40[",Private,*,Undergraduate,10,Married-civ-spouse,Other, Wife,White,Female,0,0,40,North America, <=50K
10109,"[40, 60[",Private,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, <=50K
10110,"[0, 20[",?,*,Undergraduate,10,Never-married,Other, Own-child,White,Male,0,0,40,North America, <=50K
10111,"[20, 40[",Private,*,High School,7,Married-civ-spouse,Technical, Husband,White,Male,3942,0,50,North America, <=50K
10112,"[0, 20[",Private,*,High School,9,Never-married,Nontechnical, Other-relative,White,Female,1055,0,30,North America, <=50K
10113,"[40, 60[",Private,*,Undergraduate,10,Married-civ-spouse,Technical, Husband,Black,Male,0,0,50,North America, <=50K
10115,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,40,North America, <=50K
10116,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Other, Wife,White,Female,0,0,40,North America, <=50K
10117,"[20, 40[",?,*,High School,7,Married-civ-spouse,Other, Other-relative,White,Female,0,0,39,North America, <=50K
10118,"[40, 60[",Private,*,Undergraduate,10,Married-civ-spouse,Other, Husband,White,Male,0,0,65,North America, >50K
10119,"[40, 60[",State-gov,*,Undergraduate,10,Married-civ-spouse,Technical, Husband,White,Male,0,0,40,North America, >50K
10120,"[20, 40[",Private,*,High School,9,Never-married,Other, Not-in-family,White,Female,0,0,30,North America, <=50K
10121,"[20, 40[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Wife,White,Female,0,0,60,North America, >50K
10122,"[40, 60[",Local-gov,*,Graduate,14,Married-civ-spouse,Technical, Wife,White,Female,15024,0,40,North America, >50K
10123,"[40, 60[",Private,*,Undergraduate,13,Divorced,Technical, Not-in-family,White,Male,0,0,40,North America, <=50K
10126,"[0, 20[",?,*,Undergraduate,10,Never-married,Other, Own-child,White,Male,0,0,84,North America, <=50K
10127,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,50,North America, <=50K
10128,"[0, 20[",Private,*,High School,7,Never-married,Nontechnical, Own-child,White,Male,0,0,12,North America, <=50K
10129,"[20, 40[",Private,*,High School,9,Married-civ-spouse,Technical, Husband,White,Male,0,0,50,North America, <=50K
10130,"[20, 40[",Private,*,Undergraduate,10,Never-married,Technical, Not-in-family,White,Female,0,0,40,North America, <=50K
10131,"[0, 20[",Private,*,High School,8,Never-married,Other, Own-child,White,Male,0,0,16,North America, <=50K
10132,"[0, 20[",Self-emp-not-inc,*,High School,9,Never-married,Other, Own-child,White,Male,0,0,40,North America, <=50K
10133,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,40,North America, <=50K
10134,"[20, 40[",Private,*,High School,9,Separated,Other, Unmarried,White,Female,0,0,40,North America, <=50K
10135,"[20, 40[",Private,*,Graduate,14,Never-married,Nontechnical, Own-child,White,Female,0,0,40,North America, <=50K
10136,"[20, 40[",Self-emp-not-inc,*,Undergraduate,13,Married-civ-spouse,Technical, Husband,White,Male,0,0,45,North America, >50K
10137,"[40, 60[",Private,*,High School,9,Married-civ-spouse,Other, Husband,White,Male,0,0,80,North America, >50K
10138,"[20, 40[",Private,*,Undergraduate,10,Never-married,Other, Not-in-family,White,Male,0,0,40,North America, <=50K
10139,"[60, 80[",?,*,Primary School,3,Married-civ-spouse,Other, Husband,White,Male,0,0,20,North America, <=50K
10140,"[40, 60[",Private,*,High School,9,Never-married,Technical, Not-in-family,White,Male,0,0,40,North America, >50K
10141,"[20, 40[",Private,*,High School,7,Never-married,Nontechnical, Not-in-family,White,Male,0,0,40,North America, <=50K
10142,"[20, 40[",Private,*,High School,9,Divorced,Other, Not-in-family,White,Male,0,0,65,North America, <=50K
10143,"[20, 40[",?,*,High School,6,Divorced,Other, Not-in-family,White,Male,0,0,99,North America, <=50K
10144,"[40, 60[",Self-emp-inc,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,15024,0,40,North America, >50K
10145,"[20, 40[",Private,*,Undergraduate,13,Married-civ-spouse,Nontechnical, Husband,White,Male,0,0,40,North America, >50K
