index,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
1475,"[45, 50[",Private,*,HS-grad,9,Married-civ-spouse,Adm-clerical, Husband,White,Male,0,0,38,North America, <=50K
1476,"[35, 40[",Private,*,HS-grad,9,Divorced,Other-service, Unmarried,White,Female,0,0,48,North America, <=50K
1477,"[25, 30[",Private,*,Assoc-voc,11,Never-married,Adm-clerical, Own-child,White,Female,0,0,40,North America, <=50K
1478,"[15, 20[",Private,*,11th,7,Never-married,Adm-clerical, Own-child,Asian-Pac-Islander,Female,0,0,24,North America, <=50K
1479,"[30, 35[",Self-emp-not-inc,*,Some-college,10,Never-married,Other-service, Not-in-family,White,Male,0,0,35,North America, <=50K
1480,"[40, 45[",Self-emp-not-inc,*,HS-grad,9,Married-spouse-absent,Craft-repair, Not-in-family,White,Male,0,0,40,North America, <=50K
1481,"[55, 60[",Private,*,Assoc-voc,11,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,40,North America, >50K
1482,"[50, 55[",Self-emp-inc,*,HS-grad,9,Married-civ-spouse,Sales, Husband,White,Male,99999,0,40,North America, >50K
1483,"[25, 30[",Private,*,HS-grad,9,Never-married,Craft-repair, Not-in-family,White,Male,0,0,25,North America, <=50K
1484,"[40, 45[",Local-gov,*,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,Black,Male,0,0,40,North America, >50K
1485,"[30, 35[",Private,*,10th,6,Married-civ-spouse,Farming-fishing, Husband,White,Male,2105,0,40,North America, <=50K
1486,"[30, 35[",Private,*,HS-grad,9,Never-married,Adm-clerical, Unmarried,White,Male,0,2001,42,North America, <=50K
1487,"[25, 30[",Private,*,HS-grad,9,Never-married,Other-service, Own-child,White,Female,0,0,25,North America, <=50K
1488,"[55, 60[",Federal-gov,*,HS-grad,9,Divorced,Adm-clerical, Unmarried,White,Female,0,0,40,North America, <=50K
1489,"[35, 40[",Private,*,Masters,14,Divorced,Exec-managerial, Unmarried,White,Male,0,0,60,North America, >50K
1490,"[30, 35[",Private,*,Some-college,10,Married-civ-spouse,Sales, Husband,White,Male,0,0,48,North America, <=50K
1491,"[25, 30[",Private,*,HS-grad,9,Divorced,Exec-managerial, Not-in-family,White,Female,0,0,41,North America, <=50K
1492,"[45, 50[",Private,*,HS-grad,9,Married-civ-spouse,Adm-clerical, Husband,White,Male,0,0,40,North America, >50K
1493,"[50, 55[",State-gov,*,HS-grad,9,Married-civ-spouse,Adm-clerical, Husband,White,Male,15024,0,35,North America, >50K
1494,"[25, 30[",Private,*,HS-grad,9,Never-married,Handlers-cleaners, Other-relative,Amer-Indian-Eskimo,Male,0,0,40,North America, <=50K
1495,"[25, 30[",Self-emp-inc,*,11th,7,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,50,North America, >50K
1496,"[30, 35[",Private,*,11th,7,Divorced,Sales, Not-in-family,White,Male,0,0,43,North America, >50K
1497,"[35, 40[",Private,*,Bachelors,13,Divorced,Sales, Not-in-family,White,Female,0,1980,65,North America, <=50K
1498,"[35, 40[",Self-emp-not-inc,*,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,White,Male,0,0,55,North America, >50K
1499,"[15, 20[",Private,*,Some-college,10,Never-married,Adm-clerical, Not-in-family,White,Male,0,0,40,North America, <=50K
1500,"[35, 40[",Self-emp-inc,*,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,White,Male,0,0,80,North America, >50K
1501,"[45, 50[",Private,*,Some-college,10,Divorced,Machine-op-inspct, Not-in-family,White,Male,3325,0,45,North America, <=50K
1502,"[20, 25[",Private,*,Some-college,10,Never-married,Other-service, Not-in-family,White,Male,0,0,45,North America, <=50K
1503,"[60, 65[",Self-emp-inc,*,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,White,Male,15024,0,55,North America, >50K
1504,"[60, 65[",?,*,Masters,14,Married-civ-spouse,?, Husband,White,Male,0,0,40,North America, <=50K
1505,"[30, 35[",Private,*,Assoc-acdm,12,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,42,North America, <=50K
1506,"[55, 60[",State-gov,*,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,White,Male,0,0,40,North America, <=50K
1507,"[40, 45[",Private,*,HS-grad,9,Married-civ-spouse,Sales, Husband,White,Male,0,0,50,North America, <=50K
1508,"[20, 25[",Private,*,Some-college,10,Never-married,Adm-clerical, Not-in-family,Black,Female,0,0,14,North America, <=50K
1509,"[40, 45[",State-gov,*,Some-college,10,Married-civ-spouse,Adm-clerical, Husband,Black,Male,0,0,40,North America, <=50K
1511,"[30, 35[",Self-emp-not-inc,*,Assoc-voc,11,Married-civ-spouse,Prof-specialty, Husband,White,Male,15024,0,65,North America, >50K
1512,"[35, 40[",Self-emp-inc,*,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,White,Male,0,0,35,North America, >50K
1513,"[65, 70[",Self-emp-not-inc,*,Assoc-voc,11,Married-civ-spouse,Prof-specialty, Husband,White,Male,0,0,50,North America, <=50K
1516,"[45, 50[",Private,*,HS-grad,9,Married-civ-spouse,Adm-clerical, Husband,White,Male,0,0,58,North America, >50K
1517,"[55, 60[",Private,*,Bachelors,13,Married-civ-spouse,Adm-clerical, Wife,White,Female,2885,0,30,North America, <=50K
1518,"[25, 30[",Private,*,Bachelors,13,Never-married,Exec-managerial, Own-child,White,Male,0,1340,40,North America, <=50K
1519,"[15, 20[",Local-gov,*,9th,5,Never-married,Other-service, Own-child,Black,Male,0,0,9,North America, <=50K
1520,"[45, 50[",Local-gov,*,Bachelors,13,Married-civ-spouse,Protective-serv, Husband,White,Male,0,0,40,North America, <=50K
1521,"[45, 50[",State-gov,*,9th,5,Divorced,Other-service, Not-in-family,White,Female,0,0,40,North America, <=50K
1522,"[30, 35[",Private,*,Some-college,10,Divorced,Exec-managerial, Unmarried,White,Female,0,0,40,North America, <=50K
1523,"[20, 25[",Private,*,Some-college,10,Never-married,Farming-fishing, Own-child,White,Female,0,0,40,North America, <=50K
1524,"[25, 30[",Local-gov,*,Bachelors,13,Never-married,Prof-specialty, Not-in-family,White,Male,0,2339,55,North America, <=50K
1525,"[20, 25[",Private,*,Some-college,10,Never-married,Handlers-cleaners, Not-in-family,Black,Male,0,0,15,North America, <=50K
1526,"[30, 35[",Private,*,HS-grad,9,Divorced,Other-service, Unmarried,White,Male,0,0,40,North America, <=50K
1527,"[45, 50[",Private,*,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,White,Male,0,0,40,North America, <=50K
1528,"[50, 55[",Private,*,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,White,Male,99999,0,50,North America, >50K
1529,"[35, 40[",Private,*,HS-grad,9,Divorced,Exec-managerial, Unmarried,White,Female,0,0,12,North America, <=50K
1530,"[45, 50[",Private,*,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,Black,Male,0,0,40,North America, <=50K
1531,"[40, 45[",Private,*,10th,6,Married-civ-spouse,Machine-op-inspct, Husband,White,Male,0,0,40,North America, >50K
1532,"[45, 50[",Private,*,Masters,14,Divorced,Exec-managerial, Unmarried,White,Female,0,0,40,North America, >50K
1533,"[45, 50[",Private,*,10th,6,Married-civ-spouse,Transport-moving, Husband,Black,Male,0,0,42,North America, >50K
1534,"[50, 55[",Private,*,Some-college,10,Divorced,Other-service, Not-in-family,White,Female,0,0,40,North America, <=50K
1535,"[30, 35[",Private,*,Assoc-acdm,12,Never-married,Prof-specialty, Not-in-family,White,Female,0,0,40,North America, <=50K
1536,"[30, 35[",Private,*,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,White,Male,0,0,40,North America, <=50K
1537,"[40, 45[",Private,*,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,White,Male,0,0,40,North America, <=50K
1538,"[20, 25[",Private,*,10th,6,Married-civ-spouse,Machine-op-inspct, Wife,White,Female,0,0,40,North America, <=50K
1539,"[35, 40[",Private,*,HS-grad,9,Separated,Other-service, Not-in-family,Black,Male,0,0,40,North America, <=50K
1540,"[25, 30[",State-gov,*,HS-grad,9,Divorced,Adm-clerical, Own-child,White,Female,0,0,30,North America, <=50K
1541,"[60, 65[",Private,*,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,White,Male,0,1628,70,North America, <=50K
1543,"[55, 60[",Local-gov,*,Some-college,10,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,40,North America, <=50K
1545,"[25, 30[",Private,*,Bachelors,13,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,40,North America, <=50K
1546,"[15, 20[",Private,*,10th,6,Never-married,Sales, Own-child,White,Male,0,0,30,North America, <=50K
1547,"[35, 40[",Private,*,Bachelors,13,Married-civ-spouse,Adm-clerical, Husband,White,Male,0,0,40,North America, <=50K
1548,"[40, 45[",Private,*,Some-college,10,Married-civ-spouse,Craft-repair, Husband,White,Male,0,1887,50,North America, >50K
1549,"[25, 30[",Private,*,10th,6,Never-married,Machine-op-inspct, Unmarried,White,Female,0,0,40,North America, <=50K
1550,"[20, 25[",Private,*,HS-grad,9,Never-married,Adm-clerical, Own-child,White,Female,0,0,40,North America, <=50K
1551,"[15, 20[",Private,*,10th,6,Never-married,Handlers-cleaners, Own-child,White,Male,0,0,24,North America, <=50K
1553,"[20, 25[",Private,*,Some-college,10,Never-married,Adm-clerical, Not-in-family,White,Female,0,0,40,North America, <=50K
1554,"[60, 65[",Private,*,Doctorate,16,Married-civ-spouse,Prof-specialty, Husband,White,Male,7688,0,40,Unknown, >50K
1556,"[20, 25[",Private,*,Bachelors,13,Never-married,Adm-clerical, Not-in-family,White,Male,0,0,30,North America, <=50K
1558,"[25, 30[",Private,*,HS-grad,9,Never-married,Transport-moving, Not-in-family,White,Male,0,0,65,North America, <=50K
1559,"[20, 25[",Private,*,Some-college,10,Never-married,Other-service, Other-relative,Black,Female,0,0,8,North America, <=50K
1560,"[15, 20[",Private,*,12th,8,Never-married,Handlers-cleaners, Own-child,White,Male,0,0,6,North America, <=50K
1561,"[45, 50[",Private,*,Some-college,10,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,40,North America, <=50K
1562,"[75, 80[",?,*,Bachelors,13,Widowed,?, Not-in-family,White,Female,25124,0,16,North America, >50K
1564,"[40, 45[",Federal-gov,*,HS-grad,9,Separated,Other-service, Other-relative,Black,Female,0,0,40,North America, <=50K
1565,"[45, 50[",Private,*,Some-college,10,Never-married,Other-service, Not-in-family,Black,Female,0,0,35,North America, <=50K
1566,"[25, 30[",Private,*,Some-college,10,Married-civ-spouse,Farming-fishing, Husband,White,Male,0,0,40,North America, <=50K
1567,"[30, 35[",Private,*,11th,7,Never-married,Other-service, Not-in-family,Black,Male,0,0,40,North America, <=50K
1568,"[40, 45[",Local-gov,*,Bachelors,13,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,40,North America, <=50K
1569,"[20, 25[",?,*,Some-college,10,Never-married,?, Own-child,White,Male,0,0,16,North America, <=50K
1571,"[40, 45[",Private,*,Assoc-acdm,12,Married-civ-spouse,Craft-repair, Husband,White,Male,0,1848,40,North America, >50K
1572,"[20, 25[",Private,*,Some-college,10,Never-married,Other-service, Own-child,White,Male,0,0,30,North America, <=50K
1573,"[15, 20[",Private,*,Some-college,10,Never-married,Handlers-cleaners, Own-child,White,Male,0,0,40,North America, <=50K
1576,"[35, 40[",Self-emp-not-inc,*,HS-grad,9,Never-married,Farming-fishing, Not-in-family,White,Male,0,0,52,North America, <=50K
1577,"[20, 25[",State-gov,*,Some-college,10,Never-married,Tech-support, Not-in-family,White,Male,0,0,50,North America, <=50K
1578,"[30, 35[",Local-gov,*,Bachelors,13,Never-married,Prof-specialty, Not-in-family,White,Male,0,0,50,North America, <=50K
1579,"[70, 75[",?,*,HS-grad,9,Widowed,?, Not-in-family,White,Female,0,0,8,North America, <=50K
1580,"[25, 30[",Private,*,HS-grad,9,Married-civ-spouse,Sales, Husband,White,Male,0,0,50,North America, >50K
1582,"[25, 30[",Private,*,Bachelors,13,Married-civ-spouse,Sales, Husband,White,Male,0,0,50,North America, <=50K
1583,"[35, 40[",Private,*,HS-grad,9,Divorced,Adm-clerical, Not-in-family,White,Male,10520,0,40,North America, >50K
1584,"[45, 50[",Self-emp-not-inc,*,HS-grad,9,Married-civ-spouse,Farming-fishing, Husband,White,Male,0,0,50,North America, <=50K
1585,"[40, 45[",Private,*,Some-college,10,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,45,North America, >50K
1587,"[25, 30[",Self-emp-not-inc,*,HS-grad,9,Divorced,Craft-repair, Own-child,White,Male,0,0,40,North America, <=50K
1588,"[20, 25[",Private,*,HS-grad,9,Never-married,Exec-managerial, Own-child,White,Female,0,0,20,North America, <=50K
1589,"[20, 25[",Private,*,Bachelors,13,Never-married,Adm-clerical, Not-in-family,White,Female,0,0,40,North America, <=50K
1590,"[65, 70[",Private,*,Some-college,10,Married-civ-spouse,Protective-serv, Husband,White,Male,0,0,16,North America, <=50K
1591,"[25, 30[",Local-gov,*,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,White,Male,0,0,40,North America, <=50K
1592,"[20, 25[",?,*,Some-college,10,Never-married,?, Own-child,White,Male,1055,0,50,North America, <=50K
1593,"[55, 60[",Private,*,Masters,14,Married-civ-spouse,Prof-specialty, Husband,White,Male,15024,0,50,Unknown, >50K
1594,"[35, 40[",Self-emp-not-inc,*,Bachelors,13,Married-civ-spouse,Other-service, Husband,White,Male,0,0,10,North America, <=50K
1595,"[30, 35[",Private,*,HS-grad,9,Never-married,Prof-specialty, Not-in-family,White,Male,0,0,60,North America, >50K
1596,"[30, 35[",Local-gov,*,HS-grad,9,Married-civ-spouse,Adm-clerical, Wife,White,Female,0,0,60,North America, <=50K
1597,"[35, 40[",Private,*,Bachelors,13,Never-married,Sales, Not-in-family,Black,Female,0,0,40,North America, <=50K
1598,"[15, 20[",Private,*,11th,7,Never-married,Machine-op-inspct, Own-child,White,Male,0,0,60,North America, <=50K
1599,"[20, 25[",Private,*,Bachelors,13,Never-married,Sales, Not-in-family,White,Male,0,0,50,North America, <=50K
1600,"[30, 35[",Private,*,11th,7,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,45,North America, <=50K
1601,"[55, 60[",State-gov,*,HS-grad,9,Divorced,Exec-managerial, Not-in-family,White,Female,0,0,50,North America, <=50K
1602,"[20, 25[",State-gov,*,Some-college,10,Never-married,Prof-specialty, Own-child,White,Female,0,0,20,North America, <=50K
1604,"[45, 50[",State-gov,*,HS-grad,9,Married-civ-spouse,Tech-support, Husband,White,Male,0,0,40,North America, <=50K
1605,"[65, 70[",Private,*,HS-grad,9,Married-civ-spouse,Adm-clerical, Husband,White,Male,0,0,35,North America, <=50K
1607,"[45, 50[",Private,*,HS-grad,9,Separated,Craft-repair, Own-child,White,Male,0,0,40,North America, <=50K
1608,"[35, 40[",Private,*,10th,6,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,40,North America, <=50K
1611,"[35, 40[",Private,*,Assoc-acdm,12,Married-civ-spouse,Prof-specialty, Wife,White,Female,0,0,30,North America, >50K
1613,"[50, 55[",Private,*,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,White,Male,0,0,40,North America, >50K
1614,"[25, 30[",Private,*,Bachelors,13,Never-married,Adm-clerical, Own-child,White,Male,0,0,30,North America, <=50K
1615,"[60, 65[",Private,*,HS-grad,9,Married-civ-spouse,Prof-specialty, Husband,White,Male,0,0,40,North America, >50K
1616,"[45, 50[",Private,*,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,White,Male,99999,0,60,North America, >50K
1617,"[25, 30[",Private,*,Some-college,10,Married-civ-spouse,Exec-managerial, Wife,White,Female,0,0,35,North America, <=50K
1618,"[30, 35[",Private,*,11th,7,Never-married,Craft-repair, Other-relative,White,Male,0,0,40,North America, <=50K
1619,"[35, 40[",Local-gov,*,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,White,Male,0,0,40,North America, <=50K
1620,"[45, 50[",Self-emp-not-inc,*,Some-college,10,Married-civ-spouse,Sales, Husband,White,Male,0,0,70,North America, >50K
1621,"[40, 45[",Self-emp-not-inc,*,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,White,Male,0,1977,45,North America, >50K
1623,"[40, 45[",Private,*,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,White,Male,0,0,40,North America, <=50K
1625,"[60, 65[",Self-emp-not-inc,*,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,White,Male,0,0,35,North America, >50K
1626,"[50, 55[",Private,*,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,40,North America, <=50K
1628,"[45, 50[",Private,*,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Wife,White,Female,0,1740,40,North America, <=50K
1630,"[35, 40[",Private,*,11th,7,Married-civ-spouse,Other-service, Husband,White,Male,2407,0,70,North America, <=50K
1631,"[65, 70[",Local-gov,*,HS-grad,9,Divorced,Other-service, Not-in-family,White,Female,0,0,24,North America, <=50K
1632,"[40, 45[",State-gov,*,Assoc-acdm,12,Married-civ-spouse,Adm-clerical, Husband,White,Male,0,0,40,North America, >50K
1633,"[25, 30[",Private,*,5th-6th,3,Never-married,Farming-fishing, Not-in-family,White,Male,0,0,35,North America, <=50K
1635,"[55, 60[",Private,*,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,White,Male,0,0,50,North America, >50K
1636,"[25, 30[",Private,*,10th,6,Divorced,Other-service, Not-in-family,White,Female,0,0,40,North America, <=50K
1637,"[25, 30[",Private,*,HS-grad,9,Never-married,Sales, Not-in-family,White,Female,2202,0,48,North America, <=50K
1638,"[30, 35[",Self-emp-inc,*,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,White,Male,0,0,60,North America, >50K
1639,"[50, 55[",Private,*,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,White,Male,5178,0,50,North America, >50K
1640,"[50, 55[",Private,*,HS-grad,9,Divorced,Other-service, Other-relative,Black,Female,0,0,38,North America, <=50K
1641,"[40, 45[",Private,*,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,White,Male,0,0,45,North America, >50K
1642,"[45, 50[",Private,*,Masters,14,Married-civ-spouse,Prof-specialty, Husband,White,Male,15024,0,40,North America, >50K
1643,"[65, 70[",State-gov,*,Masters,14,Married-civ-spouse,Prof-specialty, Husband,White,Male,6514,0,35,North America, >50K
1645,"[70, 75[",Self-emp-inc,*,HS-grad,9,Married-civ-spouse,Adm-clerical, Wife,White,Female,0,0,20,North America, >50K
1646,"[30, 35[",Private,*,Some-college,10,Married-civ-spouse,Machine-op-inspct, Husband,Black,Male,0,0,40,North America, <=50K
1647,"[30, 35[",Private,*,HS-grad,9,Married-civ-spouse,Sales, Husband,White,Male,0,0,40,North America, <=50K
1648,"[35, 40[",Private,*,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,White,Male,0,0,55,North America, >50K
1649,"[55, 60[",Private,*,10th,6,Divorced,Adm-clerical, Not-in-family,Black,Female,0,0,40,North America, <=50K
1650,"[15, 20[",Private,*,Some-college,10,Never-married,Handlers-cleaners, Own-child,White,Male,0,0,20,North America, <=50K
1651,"[35, 40[",Self-emp-not-inc,*,9th,5,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,30,North America, <=50K
1652,"[25, 30[",Self-emp-not-inc,*,HS-grad,9,Never-married,Sales, Own-child,White,Male,0,0,40,North America, <=50K
1653,"[30, 35[",Local-gov,*,HS-grad,9,Married-civ-spouse,Protective-serv, Husband,White,Male,0,0,40,North America, <=50K
1654,"[40, 45[",Private,*,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,Black,Male,0,0,40,North America, >50K
1655,"[40, 45[",Private,*,Bachelors,13,Married-civ-spouse,Prof-specialty, Husband,White,Male,15024,0,50,Europe, >50K
1656,"[25, 30[",?,*,HS-grad,9,Separated,?, Unmarried,White,Female,0,0,40,North America, <=50K
1657,"[45, 50[",Private,*,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,48,North America, <=50K
1658,"[15, 20[",Private,*,Some-college,10,Never-married,Sales, Own-child,White,Male,0,0,16,North America, <=50K
1659,"[55, 60[",Self-emp-not-inc,*,10th,6,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,18,North America, <=50K
1660,"[45, 50[",Local-gov,*,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,White,Male,0,2002,40,North America, <=50K
1661,"[40, 45[",Private,*,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,White,Male,0,0,40,North America, >50K
1662,"[40, 45[",Private,*,Bachelors,13,Never-married,Prof-specialty, Not-in-family,White,Male,0,0,40,North America, <=50K
1663,"[60, 65[",Private,*,7th-8th,4,Married-civ-spouse,Protective-serv, Husband,White,Male,0,0,40,North America, <=50K
1664,"[40, 45[",Private,*,HS-grad,9,Married-civ-spouse,Handlers-cleaners, Husband,Black,Male,0,0,40,North America, <=50K
1665,"[35, 40[",?,*,HS-grad,9,Divorced,?, Unmarried,White,Female,0,0,40,North America, <=50K
1666,"[50, 55[",Self-emp-inc,*,Some-college,10,Married-civ-spouse,Sales, Husband,White,Male,0,0,60,North America, >50K
1668,"[50, 55[",Private,*,HS-grad,9,Married-civ-spouse,Adm-clerical, Husband,White,Male,0,0,40,North America, <=50K
1669,"[45, 50[",Private,*,Prof-school,15,Married-civ-spouse,Prof-specialty, Husband,White,Male,0,0,60,North America, >50K
1670,"[40, 45[",Private,*,Assoc-acdm,12,Married-civ-spouse,Sales, Husband,White,Male,7688,0,40,North America, >50K
1671,"[40, 45[",Private,*,Some-college,10,Never-married,Exec-managerial, Unmarried,White,Male,0,0,50,North America, <=50K
1672,"[50, 55[",Private,*,7th-8th,4,Married-civ-spouse,Craft-repair, Husband,White,Male,2961,0,40,North America, <=50K
1673,"[20, 25[",Private,*,Some-college,10,Never-married,Sales, Own-child,White,Male,0,0,20,North America, <=50K
1675,"[40, 45[",Private,*,Masters,14,Divorced,Exec-managerial, Unmarried,White,Male,0,0,50,North America, <=50K
1677,"[20, 25[",Private,*,Some-college,10,Never-married,Craft-repair, Not-in-family,White,Male,0,0,40,North America, <=50K
1678,"[25, 30[",Federal-gov,*,Some-college,10,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,50,North America, <=50K
1679,"[30, 35[",Private,*,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,White,Male,0,0,40,North America, <=50K
1680,"[35, 40[",Private,*,HS-grad,9,Divorced,Other-service, Unmarried,White,Female,0,0,12,North America, <=50K
1681,"[25, 30[",Private,*,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,White,Male,0,0,60,North America, <=50K
1682,"[40, 45[",Private,*,Bachelors,13,Married-civ-spouse,Exec-managerial, Husband,White,Male,99999,0,60,North America, >50K
1683,"[50, 55[",Private,*,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Wife,White,Female,0,0,40,North America, <=50K
1684,"[20, 25[",Self-emp-not-inc,*,HS-grad,9,Never-married,Transport-moving, Own-child,White,Male,0,0,80,North America, <=50K
1685,"[35, 40[",Private,*,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,White,Male,0,1902,45,North America, >50K
1686,"[40, 45[",Private,*,HS-grad,9,Never-married,Other-service, Not-in-family,Black,Female,0,0,45,North America, <=50K
1687,"[35, 40[",Private,*,HS-grad,9,Married-civ-spouse,Exec-managerial, Husband,White,Male,0,1887,50,North America, >50K
1689,"[40, 45[",Private,*,Doctorate,16,Married-civ-spouse,Prof-specialty, Husband,White,Male,0,0,40,North America, >50K
1690,"[25, 30[",Private,*,HS-grad,9,Never-married,Other-service, Not-in-family,White,Female,0,0,40,North America, <=50K
1691,"[15, 20[",Private,*,11th,7,Never-married,Adm-clerical, Own-child,White,Female,1055,0,20,North America, <=50K
1692,"[15, 20[",Private,*,HS-grad,9,Never-married,Sales, Own-child,White,Male,0,0,50,North America, <=50K
1693,"[50, 55[",State-gov,*,HS-grad,9,Married-civ-spouse,Exec-managerial, Wife,White,Female,15024,0,40,North America, >50K
1694,"[40, 45[",Private,*,Some-college,10,Married-civ-spouse,Sales, Husband,White,Male,0,0,50,North America, <=50K
1695,"[50, 55[",Private,*,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,Black,Male,0,1902,40,North America, >50K
1696,"[45, 50[",Private,*,HS-grad,9,Married-civ-spouse,Exec-managerial, Wife,White,Female,0,0,43,North America, <=50K
1697,"[35, 40[",Private,*,Some-college,10,Married-civ-spouse,Handlers-cleaners, Husband,White,Male,0,0,40,North America, <=50K
1698,"[40, 45[",Private,*,HS-grad,9,Divorced,Craft-repair, Not-in-family,White,Male,0,0,45,North America, <=50K
1699,"[50, 55[",Private,*,Masters,14,Married-civ-spouse,Prof-specialty, Husband,White,Male,0,0,60,North America, <=50K
1700,"[35, 40[",Private,*,Some-college,10,Divorced,Adm-clerical, Unmarried,Black,Female,0,0,35,North America, <=50K
1701,"[15, 20[",Private,*,Some-college,10,Never-married,Other-service, Own-child,White,Female,0,0,15,North America, <=50K
1702,"[20, 25[",Private,*,Some-college,10,Married-civ-spouse,Handlers-cleaners, Husband,White,Male,0,0,40,North America, <=50K
1705,"[35, 40[",Private,*,HS-grad,9,Never-married,Machine-op-inspct, Not-in-family,White,Male,0,0,40,North America, <=50K
1706,"[55, 60[",Private,*,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,48,North America, >50K
1707,"[30, 35[",?,*,7th-8th,4,Widowed,?, Not-in-family,White,Female,0,0,40,North America, <=50K
1709,"[40, 45[",Private,*,Masters,14,Married-civ-spouse,Exec-managerial, Husband,White,Male,0,1902,40,North America, >50K
1710,"[70, 75[",Private,*,HS-grad,9,Widowed,Sales, Other-relative,White,Female,0,0,15,North America, <=50K
1711,"[45, 50[",Federal-gov,*,Some-college,10,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,40,Unknown, <=50K
1713,"[35, 40[",Private,*,Bachelors,13,Married-civ-spouse,Sales, Husband,White,Male,0,0,40,North America, >50K
1714,"[30, 35[",Private,*,HS-grad,9,Married-civ-spouse,Machine-op-inspct, Husband,Black,Male,0,0,40,North America, <=50K
1716,"[40, 45[",Private,*,Bachelors,13,Divorced,Adm-clerical, Not-in-family,White,Female,0,0,40,North America, <=50K
1717,"[40, 45[",Private,*,Masters,14,Married-civ-spouse,Prof-specialty, Husband,Asian-Pac-Islander,Male,0,0,45,Asia, >50K
1718,"[35, 40[",Private,*,Bachelors,13,Married-civ-spouse,Sales, Husband,White,Male,0,0,45,North America, >50K
1719,"[35, 40[",Private,*,HS-grad,9,Married-civ-spouse,Transport-moving, Husband,White,Male,0,0,45,North America, <=50K
1720,"[30, 35[",Private,*,HS-grad,9,Divorced,Adm-clerical, Not-in-family,White,Female,0,0,40,North America, <=50K
1721,"[50, 55[",Local-gov,*,HS-grad,9,Married-civ-spouse,Protective-serv, Husband,White,Male,0,0,70,North America, <=50K
1722,"[35, 40[",Private,*,Bachelors,13,Divorced,Sales, Not-in-family,White,Male,0,0,48,North America, >50K
1723,"[40, 45[",Local-gov,*,Some-college,10,Married-civ-spouse,Exec-managerial, Husband,White,Male,0,0,42,North America, >50K
1724,"[20, 25[",Private,*,HS-grad,9,Never-married,Other-service, Not-in-family,White,Female,0,0,30,North America, <=50K
1725,"[40, 45[",Private,*,Some-college,10,Divorced,Craft-repair, Not-in-family,White,Male,0,0,40,North America, <=50K
1726,"[55, 60[",Private,*,HS-grad,9,Married-civ-spouse,Craft-repair, Husband,White,Male,0,0,40,North America, >50K
1727,"[25, 30[",Private,*,HS-grad,9,Divorced,Sales, Not-in-family,White,Male,0,0,45,North America, <=50K
