age,balance,contact,duration,education,job,marital,month,previous,y
29,356,unknown,106,secondary,admin.,single,may,0,no
29,-228,unknown,279,secondary,admin.,single,may,0,no
36,198,unknown,400,secondary,blue-collar,married,may,0,no
41,510,unknown,231,secondary,services,married,may,0,no
37,223,unknown,175,secondary,blue-collar,single,may,0,no
32,4,unknown,179,tertiary,management,single,may,0,no
39,338,unknown,107,tertiary,entrepreneur,married,may,0,no
31,0,unknown,94,tertiary,management,single,may,0,no
33,328,unknown,142,secondary,blue-collar,single,may,0,no
30,255,unknown,119,tertiary,technician,single,may,0,no
24,304,unknown,180,secondary,student,single,may,0,no
55,-256,unknown,136,secondary,blue-collar,married,may,0,no
27,683,unknown,44,secondary,services,single,may,0,no
47,84,unknown,229,tertiary,management,divorced,may,0,no
29,608,unknown,184,primary,blue-collar,married,may,0,no
56,230,unknown,73,secondary,management,married,may,0,no
31,12,unknown,330,tertiary,management,single,may,0,no
46,881,unknown,126,primary,blue-collar,married,may,0,no
47,77,unknown,83,unknown,technician,single,may,0,no
29,510,unknown,25,secondary,student,single,may,0,no
35,1555,unknown,26,tertiary,admin.,divorced,may,0,no
31,68,unknown,169,secondary,services,single,may,0,no
29,43,unknown,179,secondary,admin.,single,may,0,no
48,244,unknown,280,unknown,admin.,divorced,may,0,no
59,1376,unknown,61,secondary,blue-collar,married,may,0,no
44,392,unknown,124,tertiary,management,married,may,0,no
30,-396,unknown,89,tertiary,admin.,single,may,0,no
50,89,unknown,210,primary,blue-collar,married,may,0,no
25,10,unknown,393,secondary,admin.,married,may,0,no
32,150,unknown,1178,secondary,blue-collar,married,may,0,no
49,1387,unknown,161,primary,blue-collar,married,may,0,no
38,253,unknown,515,secondary,admin.,married,may,0,no
29,853,unknown,177,secondary,blue-collar,single,may,0,no
51,91,unknown,178,tertiary,management,married,may,0,no
29,348,unknown,185,secondary,blue-collar,single,may,0,no
32,43,unknown,218,secondary,admin.,divorced,may,0,no
43,-178,unknown,191,primary,unemployed,married,may,0,no
34,2137,unknown,245,secondary,blue-collar,married,may,0,no
37,1160,unknown,255,primary,blue-collar,married,may,0,no
29,3986,unknown,488,secondary,admin.,single,may,0,no
39,126,unknown,211,secondary,services,single,may,0,no
34,6411,unknown,226,secondary,blue-collar,married,may,0,no
28,655,unknown,179,secondary,technician,married,may,0,no
37,2378,unknown,460,primary,blue-collar,married,may,0,no
29,15,unknown,432,secondary,blue-collar,married,may,0,no
25,96,unknown,176,secondary,admin.,single,may,0,no
33,191,unknown,162,primary,blue-collar,married,may,0,no
34,391,unknown,192,secondary,admin.,single,may,0,no
50,31,unknown,237,primary,blue-collar,divorced,may,0,no
35,73,unknown,134,secondary,blue-collar,married,may,0,no
53,0,unknown,44,tertiary,management,divorced,may,0,no
41,156,unknown,47,primary,blue-collar,single,may,0,no
48,231,unknown,752,primary,blue-collar,married,may,0,no
32,-83,unknown,116,secondary,blue-collar,single,may,0,no
38,138,unknown,182,secondary,self-employed,married,may,0,no
57,221,unknown,122,secondary,blue-collar,married,may,0,no
50,3284,unknown,51,tertiary,management,married,may,0,no
40,4190,unknown,260,tertiary,management,married,may,0,no
45,5694,unknown,214,tertiary,management,single,may,0,no
34,297,unknown,407,secondary,blue-collar,single,may,0,no
32,-89,unknown,389,primary,blue-collar,married,may,0,no
28,244,unknown,31,secondary,admin.,single,may,0,no
30,152,unknown,115,secondary,services,married,may,0,no
41,1696,unknown,878,tertiary,management,single,may,0,no
36,714,unknown,277,unknown,blue-collar,married,may,0,no
49,315,unknown,117,secondary,services,divorced,may,0,no
32,312,unknown,262,tertiary,self-employed,married,may,0,no
53,913,unknown,244,tertiary,management,married,may,0,no
44,-407,unknown,119,secondary,unemployed,married,may,0,no
34,338,unknown,162,tertiary,entrepreneur,divorced,may,0,no
56,-435,unknown,185,secondary,admin.,divorced,may,0,no
27,769,unknown,317,secondary,technician,single,may,0,no
32,120,unknown,214,secondary,blue-collar,married,may,0,no
43,0,unknown,71,primary,blue-collar,single,may,0,no
34,9569,unknown,43,primary,admin.,divorced,may,0,no
35,351,unknown,298,secondary,self-employed,married,may,0,no
28,2,unknown,167,secondary,admin.,married,may,0,no
52,226,unknown,86,primary,management,married,may,0,no
36,95,unknown,255,primary,blue-collar,married,may,0,no
35,123,unknown,83,tertiary,management,single,may,0,no
30,15,unknown,257,secondary,admin.,married,may,0,no
23,375,unknown,194,unknown,management,single,may,0,no
37,1190,unknown,268,secondary,entrepreneur,divorced,may,0,no
29,487,unknown,176,secondary,services,single,may,0,no
28,123,unknown,97,secondary,self-employed,single,may,0,no
56,2272,unknown,263,tertiary,services,divorced,may,0,no
27,133,unknown,338,secondary,admin.,married,may,0,no
33,447,unknown,180,primary,blue-collar,single,may,0,no
53,-864,unknown,322,primary,blue-collar,married,may,0,no
47,8,unknown,64,secondary,blue-collar,married,may,0,no
50,107,unknown,71,secondary,services,married,may,0,no
31,620,unknown,166,secondary,admin.,single,may,0,no
31,42,unknown,210,secondary,blue-collar,married,may,0,no
37,-120,unknown,77,tertiary,management,married,may,0,no
37,493,unknown,328,tertiary,management,single,may,0,no
48,296,unknown,164,primary,unemployed,married,may,0,no
31,6248,unknown,154,tertiary,management,single,may,0,no
34,484,unknown,84,secondary,technician,married,may,0,no
32,12,unknown,153,primary,blue-collar,single,may,0,no
54,154,unknown,155,tertiary,management,married,may,0,no
31,606,unknown,111,tertiary,management,single,may,0,no
55,560,unknown,91,secondary,services,married,may,0,no
27,564,unknown,257,secondary,blue-collar,married,may,0,no
36,771,unknown,213,secondary,blue-collar,married,may,0,no
33,0,unknown,173,secondary,technician,married,may,0,no
43,757,unknown,315,primary,blue-collar,married,may,0,no
42,333,unknown,190,secondary,blue-collar,married,may,0,no
48,418,unknown,102,primary,blue-collar,married,may,0,no
41,-256,unknown,35,secondary,admin.,single,may,0,no
36,494,unknown,83,secondary,technician,married,may,0,no
32,85,unknown,834,secondary,services,single,may,0,no
58,127,unknown,244,unknown,management,single,may,0,no
40,69,unknown,143,secondary,services,married,may,0,no
31,713,unknown,1534,tertiary,management,married,may,0,no
42,-10,unknown,291,primary,blue-collar,married,may,0,no
34,-294,unknown,163,secondary,blue-collar,divorced,may,0,no
34,222,unknown,149,secondary,technician,married,may,0,no
35,86,unknown,33,unknown,technician,married,may,0,no
57,0,unknown,144,secondary,management,divorced,may,0,no
28,26,unknown,40,primary,blue-collar,married,may,0,no
50,103,unknown,79,secondary,technician,married,may,0,no
46,-80,unknown,112,tertiary,self-employed,married,may,0,no
28,131,unknown,147,secondary,blue-collar,married,may,0,no
57,106,unknown,836,unknown,unknown,married,may,0,no
49,15,unknown,290,secondary,admin.,married,may,0,no
56,4542,unknown,148,tertiary,management,single,may,0,no
56,172,unknown,289,secondary,blue-collar,married,may,0,no
49,0,unknown,345,tertiary,management,divorced,may,0,no
50,107,unknown,1002,tertiary,management,married,may,0,no
47,15,unknown,181,secondary,admin.,single,may,0,no
45,101,unknown,460,primary,blue-collar,married,may,0,yes
44,304,unknown,129,secondary,unemployed,married,may,0,no
51,7816,unknown,76,tertiary,blue-collar,married,may,0,no
34,0,unknown,111,secondary,blue-collar,married,may,0,no
25,784,unknown,104,tertiary,management,married,may,0,no
30,2581,unknown,221,primary,blue-collar,married,may,0,no
39,507,unknown,150,secondary,unemployed,divorced,may,0,no
25,333,unknown,399,tertiary,student,married,may,0,no
34,-220,unknown,115,secondary,admin.,divorced,may,0,no
25,249,unknown,149,secondary,blue-collar,single,may,0,no
33,-257,unknown,92,secondary,blue-collar,married,may,0,no
44,210,unknown,111,secondary,services,divorced,may,0,no
55,18722,unknown,128,secondary,retired,married,may,0,no
54,42,unknown,192,secondary,admin.,married,may,0,no
43,210,unknown,88,secondary,unemployed,married,may,0,no
35,325,unknown,592,secondary,blue-collar,married,may,0,no
27,123,unknown,105,secondary,services,single,may,0,no
42,-25,unknown,62,primary,blue-collar,married,may,0,no
40,66,unknown,29,secondary,technician,married,may,0,no
31,0,unknown,59,primary,blue-collar,married,may,0,no
29,409,unknown,247,tertiary,technician,married,may,0,no
49,4785,unknown,160,secondary,technician,married,may,0,no
59,121,unknown,144,primary,retired,divorced,may,0,no
37,0,unknown,346,tertiary,management,married,may,0,no
60,231,unknown,57,unknown,blue-collar,married,may,0,no
25,1135,unknown,396,secondary,technician,single,may,0,no
28,-201,unknown,286,secondary,admin.,married,may,0,no
40,-278,unknown,400,secondary,services,single,may,0,no
43,16,unknown,282,tertiary,technician,single,may,0,no
51,-283,unknown,38,primary,blue-collar,married,may,0,no
28,-103,unknown,252,secondary,admin.,single,may,0,no
54,113,unknown,76,primary,management,married,may,0,no
37,194,unknown,566,secondary,blue-collar,married,may,0,no
35,247,unknown,167,tertiary,self-employed,married,may,0,no
26,-402,unknown,127,tertiary,management,divorced,may,0,no
55,-40,unknown,178,secondary,services,single,may,0,no
57,3867,unknown,71,secondary,unemployed,married,may,0,no
39,36,unknown,109,secondary,blue-collar,divorced,may,0,no
36,2167,unknown,120,tertiary,services,married,may,0,no
35,243,unknown,102,tertiary,management,single,may,0,no
33,2,unknown,409,primary,blue-collar,married,may,0,no
40,737,unknown,117,secondary,services,single,may,0,no
31,286,unknown,177,secondary,technician,married,may,0,no
32,311,unknown,757,tertiary,management,single,may,0,yes
27,541,unknown,145,tertiary,management,single,may,0,no
31,2963,unknown,124,secondary,services,single,may,0,no
28,-871,unknown,36,secondary,blue-collar,single,may,0,no
33,75,unknown,94,secondary,blue-collar,divorced,may,0,no
31,2597,unknown,189,secondary,blue-collar,single,may,0,no
25,-454,unknown,24,secondary,services,married,may,0,no
29,0,unknown,33,secondary,technician,married,may,0,no
47,304,unknown,185,primary,blue-collar,married,may,0,no
59,220,unknown,165,primary,blue-collar,divorced,may,0,no
35,561,unknown,405,tertiary,management,single,may,0,no
33,211,unknown,172,primary,blue-collar,married,may,0,no
31,4509,unknown,207,tertiary,management,single,may,0,no
42,196,unknown,325,tertiary,management,single,may,0,no
26,124,unknown,57,secondary,technician,single,may,0,no
34,381,unknown,102,secondary,blue-collar,single,may,0,no
31,184,unknown,378,secondary,admin.,married,may,0,no
30,-149,unknown,164,unknown,blue-collar,single,may,0,no
54,-337,unknown,288,unknown,admin.,married,may,0,no
52,210,unknown,154,primary,blue-collar,single,may,0,no
40,737,unknown,102,primary,blue-collar,divorced,may,0,no
56,75,unknown,136,secondary,blue-collar,divorced,may,0,no
25,641,unknown,53,tertiary,student,single,may,0,no
60,78,unknown,113,secondary,retired,married,may,0,no
43,1558,unknown,110,primary,blue-collar,married,may,0,no
32,227,unknown,523,unknown,entrepreneur,married,may,0,no
48,602,unknown,231,secondary,blue-collar,divorced,may,0,no
43,798,unknown,217,secondary,self-employed,single,may,0,no
37,1047,unknown,151,secondary,technician,married,may,0,no
52,111,unknown,179,primary,services,divorced,may,0,no
25,-439,unknown,293,secondary,services,single,may,0,no
31,37,unknown,281,tertiary,entrepreneur,single,may,0,no
35,362,unknown,363,secondary,blue-collar,married,may,0,no
27,1,unknown,86,secondary,admin.,single,may,0,no
41,304,unknown,1147,secondary,self-employed,married,may,0,no
34,-89,unknown,209,secondary,technician,single,may,0,no
55,276,unknown,486,secondary,technician,married,may,0,no
26,288,unknown,49,secondary,blue-collar,married,may,0,no
36,650,unknown,170,primary,blue-collar,married,may,0,no
45,171,unknown,539,secondary,admin.,married,may,0,no
27,-302,unknown,66,secondary,technician,married,may,0,no
31,337,unknown,51,secondary,admin.,married,may,0,no
29,891,unknown,820,secondary,admin.,divorced,may,0,no
26,199,unknown,125,secondary,blue-collar,single,may,0,no
46,997,unknown,398,secondary,services,married,may,0,no
32,108,unknown,112,tertiary,entrepreneur,married,may,0,no
25,40,unknown,64,tertiary,admin.,single,may,0,no
54,208,unknown,255,primary,retired,married,may,0,no
31,6890,unknown,34,secondary,technician,married,may,0,no
33,395,unknown,95,secondary,admin.,single,may,0,no
28,-214,unknown,140,tertiary,technician,single,may,0,no
39,496,unknown,788,secondary,admin.,single,may,0,no
37,183,unknown,194,secondary,technician,married,may,0,no
36,199,unknown,165,primary,blue-collar,married,may,0,no
56,179,unknown,306,primary,admin.,divorced,may,0,no
59,434,unknown,63,secondary,retired,married,may,0,no
30,122,unknown,501,secondary,services,single,may,0,no
59,371,unknown,832,secondary,technician,married,may,0,no
27,3675,unknown,101,secondary,blue-collar,single,may,0,no
29,11,unknown,214,tertiary,entrepreneur,single,may,0,no
48,194,unknown,290,secondary,services,married,may,0,no
44,23,unknown,388,secondary,blue-collar,married,may,0,no
33,1011,unknown,1495,tertiary,management,single,may,0,no
39,446,unknown,183,primary,blue-collar,single,may,0,no
46,-29,unknown,322,primary,blue-collar,married,may,0,no
28,957,unknown,646,secondary,admin.,married,may,0,no
31,297,unknown,480,secondary,blue-collar,married,may,0,no
40,888,unknown,169,secondary,services,single,may,0,no
37,115,unknown,74,secondary,blue-collar,single,may,0,no
29,177,unknown,146,secondary,blue-collar,married,may,0,no
29,-28,unknown,393,secondary,blue-collar,married,may,0,no
24,951,unknown,744,secondary,blue-collar,married,may,0,no
32,5,unknown,593,secondary,admin.,single,may,0,no
26,586,unknown,215,secondary,admin.,single,may,0,no
47,-1445,unknown,379,unknown,entrepreneur,married,may,0,no
26,-23,unknown,315,secondary,blue-collar,single,may,0,no
28,-284,unknown,162,secondary,blue-collar,single,may,0,no
58,1166,unknown,493,secondary,blue-collar,married,may,0,no
35,244,unknown,225,tertiary,management,single,may,0,no
29,-72,unknown,208,secondary,services,single,may,0,no
56,1399,unknown,80,primary,blue-collar,married,may,0,no
43,0,unknown,3,primary,blue-collar,married,may,0,no
45,431,unknown,29,secondary,blue-collar,married,may,0,no
31,130,unknown,132,secondary,admin.,single,may,0,no
34,187,unknown,379,secondary,blue-collar,married,may,0,no
32,142,unknown,101,primary,management,married,may,0,no
33,14,unknown,188,secondary,technician,single,may,0,no
28,-219,unknown,386,secondary,technician,single,may,0,no
43,275,unknown,457,secondary,admin.,single,may,0,no
49,5028,unknown,891,secondary,services,single,may,0,no
27,118,unknown,53,secondary,services,single,may,0,no
30,290,unknown,446,secondary,services,single,may,0,no
32,1064,unknown,326,primary,blue-collar,married,may,0,no
37,904,unknown,507,secondary,services,divorced,may,0,no
31,628,unknown,1083,secondary,technician,single,may,0,no
56,13,unknown,123,primary,retired,married,may,0,no
26,450,unknown,1266,tertiary,technician,married,may,0,no
43,-63,unknown,160,secondary,blue-collar,married,may,0,no
48,164,unknown,139,secondary,technician,divorced,may,0,no
31,985,unknown,178,primary,blue-collar,single,may,0,no
36,616,unknown,156,secondary,services,single,may,0,no
24,237,unknown,200,secondary,blue-collar,married,may,0,no
29,380,unknown,154,secondary,unemployed,married,may,0,no
23,290,unknown,163,secondary,admin.,single,may,0,no
54,104,unknown,391,secondary,entrepreneur,divorced,may,0,no
24,117,unknown,470,secondary,blue-collar,single,may,0,no
25,276,unknown,268,secondary,technician,single,may,0,no
36,-475,unknown,793,secondary,technician,single,may,0,no
40,838,unknown,619,unknown,management,single,may,0,no
29,382,unknown,460,secondary,admin.,single,may,0,no
29,624,unknown,246,primary,admin.,married,may,0,no
48,396,unknown,194,primary,blue-collar,single,may,0,no
23,5,unknown,413,secondary,admin.,single,may,0,no
37,18,unknown,574,secondary,admin.,single,may,0,no
31,-464,unknown,256,primary,blue-collar,married,may,0,no
29,330,unknown,88,secondary,services,divorced,may,0,no
56,2087,unknown,146,secondary,admin.,married,may,0,no
28,-260,unknown,170,secondary,services,single,may,0,no
44,236,unknown,596,secondary,blue-collar,married,may,0,no
48,684,unknown,139,secondary,blue-collar,married,may,0,no
30,458,unknown,177,secondary,blue-collar,married,may,0,no
32,324,unknown,577,primary,unemployed,married,may,0,no
41,1052,unknown,335,primary,blue-collar,married,may,0,no
30,37,unknown,262,secondary,management,divorced,may,0,no
37,454,unknown,115,secondary,blue-collar,married,may,0,no
30,573,unknown,116,secondary,blue-collar,single,may,0,no
28,34,unknown,136,secondary,technician,single,may,0,no
33,341,unknown,289,secondary,technician,single,may,0,no
41,31,unknown,529,unknown,blue-collar,married,may,0,no
42,-189,unknown,247,secondary,management,married,may,0,no
50,424,unknown,72,secondary,admin.,single,may,0,no
23,250,unknown,166,tertiary,student,single,may,0,no
38,3165,unknown,152,secondary,services,married,may,0,no
31,387,unknown,220,secondary,blue-collar,divorced,may,0,no
35,855,unknown,241,secondary,admin.,single,may,0,no
52,944,unknown,198,secondary,admin.,divorced,may,0,no
36,134,unknown,98,secondary,blue-collar,married,may,0,no
28,2845,unknown,182,secondary,blue-collar,single,may,0,no
27,2420,unknown,391,tertiary,management,single,may,0,no
24,1535,unknown,126,tertiary,student,single,may,0,no
45,0,unknown,55,tertiary,management,single,may,0,no
39,504,unknown,495,secondary,technician,married,may,0,no
38,-329,unknown,86,secondary,blue-collar,single,may,0,no
24,94,unknown,166,secondary,blue-collar,married,may,0,no
35,538,unknown,66,tertiary,management,divorced,may,0,no
32,-18,unknown,155,secondary,admin.,divorced,may,0,no
48,26,unknown,311,primary,housemaid,divorced,may,0,no
36,177,unknown,63,primary,entrepreneur,married,may,0,no
46,633,unknown,236,primary,blue-collar,married,may,0,no
28,205,unknown,92,secondary,technician,single,may,0,no
50,1114,unknown,298,secondary,admin.,married,may,0,no
44,78,unknown,253,secondary,blue-collar,married,may,0,no
38,762,unknown,163,tertiary,management,married,may,0,no
33,1862,unknown,65,primary,self-employed,married,may,0,no
57,73,unknown,41,tertiary,management,single,may,0,no
40,2576,unknown,10,secondary,technician,married,may,0,no
42,470,unknown,221,primary,management,married,may,0,no
32,206,unknown,370,secondary,services,married,may,0,no
55,0,unknown,467,primary,blue-collar,married,may,0,no
25,-76,unknown,241,secondary,blue-collar,married,may,0,no
42,1750,unknown,248,tertiary,management,divorced,may,0,no
23,1104,unknown,120,secondary,admin.,single,may,0,no
31,286,unknown,260,secondary,blue-collar,married,may,0,no
21,137,unknown,198,unknown,student,single,may,0,no
34,247,unknown,1727,secondary,admin.,married,may,0,no
46,-43,unknown,138,tertiary,entrepreneur,married,may,0,no
55,309,unknown,115,primary,blue-collar,married,may,0,no
33,339,unknown,212,secondary,entrepreneur,single,may,0,no
47,218,unknown,58,secondary,self-employed,divorced,may,0,no
33,4128,unknown,456,tertiary,management,single,may,0,no
40,867,unknown,145,tertiary,management,single,may,0,no
32,1345,unknown,289,tertiary,management,single,may,0,no
48,40,unknown,300,secondary,technician,divorced,may,0,no
32,1466,unknown,264,secondary,admin.,single,may,0,no
26,96,unknown,181,secondary,blue-collar,single,may,0,no
38,332,unknown,184,secondary,blue-collar,married,may,0,no
46,1474,unknown,148,secondary,services,married,may,0,no
49,783,unknown,166,secondary,blue-collar,married,may,0,no
33,239,unknown,65,tertiary,management,single,may,0,no
45,27,unknown,299,secondary,blue-collar,married,may,0,no
32,-24,unknown,93,tertiary,management,married,may,0,no
39,23,unknown,22,secondary,blue-collar,married,may,0,no
53,6386,unknown,170,primary,blue-collar,married,may,0,no
28,-353,unknown,89,secondary,unemployed,single,may,0,no
31,-474,unknown,215,secondary,admin.,married,may,0,no
34,714,unknown,166,tertiary,entrepreneur,single,may,0,no
40,570,unknown,109,primary,blue-collar,married,may,0,no
29,16,unknown,197,secondary,blue-collar,single,may,0,no
34,1504,unknown,395,secondary,admin.,single,may,0,no
38,551,unknown,1875,tertiary,management,married,may,0,no
31,-759,unknown,220,secondary,services,married,may,0,no
32,1097,unknown,298,secondary,technician,divorced,may,0,no
31,520,unknown,123,secondary,services,married,may,0,no
53,0,unknown,140,unknown,blue-collar,single,may,0,no
38,573,unknown,334,unknown,blue-collar,single,may,0,no
57,0,unknown,73,primary,blue-collar,married,may,0,no
58,146,unknown,186,tertiary,entrepreneur,married,may,0,no
50,-37,unknown,78,primary,blue-collar,married,may,0,no
36,90,unknown,13,secondary,blue-collar,single,may,0,no
46,0,unknown,51,primary,blue-collar,married,may,0,no
39,1242,unknown,303,secondary,admin.,single,may,0,no
31,98,unknown,159,secondary,admin.,single,may,0,no
44,295,unknown,103,tertiary,management,single,may,0,no
53,465,unknown,95,secondary,admin.,married,may,0,no
35,1473,unknown,84,tertiary,technician,married,may,0,no
40,3122,unknown,344,secondary,blue-collar,married,may,0,no
30,317,unknown,246,secondary,technician,single,may,0,no
33,176,unknown,157,secondary,blue-collar,divorced,may,0,no
39,661,unknown,162,secondary,blue-collar,married,may,0,no
25,1,unknown,24,secondary,admin.,single,may,0,no
35,-12,unknown,212,primary,blue-collar,married,may,0,no
43,1401,unknown,195,primary,blue-collar,married,may,0,no
41,171,unknown,143,tertiary,entrepreneur,married,may,0,no
55,431,unknown,68,primary,blue-collar,married,may,0,no
49,265,unknown,274,secondary,technician,divorced,may,0,no
30,227,unknown,227,tertiary,self-employed,married,may,0,no
37,336,unknown,152,secondary,blue-collar,single,may,0,no
46,41,unknown,249,secondary,unemployed,divorced,may,0,no
36,1554,unknown,325,secondary,blue-collar,married,may,0,no
45,141,unknown,111,secondary,services,single,may,0,no
48,762,unknown,81,primary,blue-collar,married,may,0,no
22,650,unknown,181,secondary,housemaid,single,may,0,no
46,250,unknown,85,secondary,admin.,married,may,0,no
39,130,unknown,141,secondary,blue-collar,married,may,0,no
56,11,unknown,42,secondary,admin.,married,may,0,no
35,36,unknown,182,tertiary,management,divorced,may,0,no
45,333,unknown,160,primary,blue-collar,married,may,0,no
28,487,unknown,176,secondary,technician,married,may,0,no
32,594,unknown,134,tertiary,admin.,single,may,0,no
52,1135,unknown,514,tertiary,services,married,may,0,no
26,-3,unknown,181,secondary,admin.,divorced,may,0,no
22,-168,unknown,160,primary,blue-collar,single,may,0,no
35,414,unknown,504,primary,blue-collar,married,may,0,yes
44,166,unknown,267,tertiary,technician,single,may,0,no
31,472,unknown,907,secondary,blue-collar,married,may,0,no
28,-95,unknown,200,secondary,blue-collar,married,may,0,no
23,158,unknown,139,secondary,technician,single,may,0,no
26,8,unknown,147,secondary,technician,single,may,0,no
31,296,unknown,161,secondary,admin.,single,may,0,no
27,-541,unknown,153,secondary,admin.,single,may,0,no
34,23,unknown,109,secondary,services,single,may,0,no
25,17,unknown,97,primary,blue-collar,single,may,0,no
25,335,unknown,164,secondary,blue-collar,single,may,0,no
22,395,unknown,70,secondary,services,single,may,0,no
37,178,unknown,71,secondary,blue-collar,divorced,may,0,no
26,101,unknown,723,secondary,entrepreneur,single,may,0,no
32,-428,unknown,518,secondary,blue-collar,married,may,0,no
26,24299,unknown,704,secondary,technician,single,may,0,no
27,181,unknown,147,secondary,blue-collar,single,may,0,no
22,83,unknown,101,secondary,services,married,may,0,no
32,175,unknown,142,secondary,technician,married,may,0,no
33,5,unknown,1346,secondary,management,divorced,may,0,yes
34,3185,unknown,520,secondary,admin.,married,may,0,no
31,2577,unknown,611,secondary,blue-collar,married,may,0,no
28,216,unknown,66,secondary,technician,single,may,0,no
37,166,unknown,135,secondary,blue-collar,married,may,0,no
45,323,unknown,276,primary,blue-collar,married,may,0,no
31,334,unknown,449,tertiary,management,married,may,0,no
48,86,unknown,98,secondary,entrepreneur,married,may,0,no
24,845,unknown,105,secondary,admin.,single,may,0,no
24,-126,unknown,382,secondary,technician,single,may,0,no
45,-3,unknown,213,secondary,services,married,may,0,no
26,54,unknown,116,secondary,services,married,may,0,no
24,-192,unknown,125,secondary,technician,single,may,0,no
29,125,unknown,50,secondary,blue-collar,married,may,0,no
34,2146,unknown,138,primary,blue-collar,single,may,0,no
30,-522,unknown,375,tertiary,technician,single,may,0,no
21,99,unknown,49,secondary,student,single,may,0,no
42,-1664,unknown,169,secondary,blue-collar,married,may,0,no
32,2,unknown,178,secondary,unemployed,married,may,0,no
40,2172,unknown,1386,secondary,services,married,may,0,no
33,168,unknown,155,tertiary,management,single,may,0,no
32,62,unknown,120,primary,technician,married,may,0,no
25,768,unknown,203,secondary,admin.,single,may,0,no
41,429,unknown,244,secondary,blue-collar,married,may,0,no
37,36,unknown,428,secondary,admin.,married,may,0,no
29,0,unknown,53,primary,blue-collar,married,may,0,no
29,544,unknown,360,secondary,technician,single,may,0,no
46,91,unknown,215,primary,services,divorced,may,0,no
32,-3,unknown,500,tertiary,management,single,may,0,no
30,1374,unknown,207,secondary,admin.,single,may,0,no
38,119,unknown,568,tertiary,management,married,may,0,yes
22,279,unknown,270,secondary,services,single,may,0,no
22,594,unknown,154,secondary,management,single,may,0,no
32,-121,unknown,272,secondary,services,single,may,0,no
36,-195,unknown,229,secondary,blue-collar,married,may,0,no
30,-208,unknown,108,secondary,technician,single,may,0,no
26,309,unknown,210,secondary,blue-collar,single,may,0,no
41,210,unknown,383,primary,blue-collar,divorced,may,0,no
42,135,unknown,259,secondary,unemployed,married,may,0,no
45,66,unknown,3366,secondary,blue-collar,married,may,0,no
24,-122,unknown,1000,secondary,services,single,may,0,yes
54,0,unknown,618,tertiary,retired,divorced,may,0,yes
33,-90,unknown,415,unknown,blue-collar,single,may,0,no
28,286,unknown,237,primary,blue-collar,married,may,0,no
36,-423,unknown,106,secondary,admin.,married,may,0,no
34,505,unknown,351,primary,blue-collar,single,may,0,no
28,296,unknown,218,secondary,admin.,single,may,0,no
31,279,unknown,198,tertiary,technician,single,may,0,no
53,367,unknown,284,secondary,services,married,may,0,no
20,129,unknown,190,secondary,blue-collar,single,may,0,no
47,-13,unknown,295,primary,retired,married,may,0,no
33,1309,unknown,262,primary,blue-collar,married,may,0,no
24,-10,unknown,106,secondary,blue-collar,single,may,0,no
23,5,unknown,93,secondary,admin.,single,may,0,no
27,71,unknown,174,secondary,blue-collar,single,may,0,no
23,281,unknown,124,secondary,admin.,single,may,0,no
30,173,unknown,217,secondary,blue-collar,married,may,0,no
34,383,unknown,2231,secondary,blue-collar,divorced,may,0,yes
55,39,unknown,343,primary,blue-collar,divorced,may,0,no
57,1052,unknown,227,primary,management,married,may,0,no
59,-49,unknown,248,unknown,retired,divorced,may,0,no
20,-103,unknown,180,secondary,services,single,may,0,no
30,-846,unknown,117,secondary,services,married,may,0,no
41,705,unknown,205,secondary,admin.,married,may,0,no
37,1950,unknown,370,secondary,services,single,may,0,no
31,253,unknown,289,secondary,admin.,divorced,may,0,no
39,595,unknown,427,tertiary,management,single,may,0,no
28,-185,unknown,170,secondary,blue-collar,married,may,0,no
44,353,unknown,705,primary,blue-collar,married,may,0,no
31,2363,unknown,247,secondary,technician,married,may,0,no
28,52,unknown,226,unknown,blue-collar,married,may,0,no
51,205,unknown,665,unknown,technician,married,may,0,no
34,1557,unknown,213,tertiary,management,married,may,0,no
24,596,unknown,451,tertiary,technician,single,may,0,no
29,-114,unknown,174,tertiary,self-employed,single,may,0,no
50,478,unknown,126,primary,management,married,may,0,no
21,614,unknown,243,secondary,blue-collar,single,may,0,no
29,783,unknown,166,secondary,blue-collar,single,may,0,no
26,401,unknown,373,secondary,blue-collar,single,may,0,no
26,92,unknown,259,secondary,admin.,single,may,0,no
21,-273,unknown,340,secondary,blue-collar,single,may,0,no
23,2594,unknown,193,primary,blue-collar,single,may,0,no
25,382,unknown,392,secondary,services,single,may,0,no
40,-166,unknown,136,primary,blue-collar,married,may,0,no
39,-141,unknown,148,secondary,admin.,divorced,may,0,no
25,-250,unknown,456,secondary,blue-collar,single,may,0,no
26,3825,unknown,107,tertiary,technician,married,may,0,no
57,0,unknown,44,secondary,technician,married,may,0,no
61,1060,unknown,118,primary,retired,married,may,0,no
34,-185,unknown,276,secondary,blue-collar,married,may,0,no
47,955,unknown,47,secondary,unemployed,married,may,0,no
31,263,unknown,150,secondary,self-employed,married,may,0,no
45,4646,unknown,118,secondary,blue-collar,married,may,0,no
33,989,unknown,232,tertiary,technician,single,may,0,no
27,232,unknown,1167,secondary,technician,married,may,0,no
41,1483,unknown,227,primary,unemployed,married,may,0,no
58,7495,unknown,325,secondary,technician,married,may,0,no
