index,age,balance,education,job,marital,month,previous,y
5726,"[45,50[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5727,"[40,45[","[0,10000[",secondary,services,married,may,"[0,10[",no
5728,"[50,55[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5729,"[30,35[","[-10000,0[",secondary,admin.,married,may,"[0,10[",no
5730,"[40,45[","[-10000,0[",secondary,services,married,may,"[0,10[",no
5731,"[35,40[","[-10000,0[",secondary,unemployed,married,may,"[0,10[",no
5732,"[40,45[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5733,"[40,45[","[0,10000[",tertiary,management,married,may,"[0,10[",no
5734,"[35,40[","[0,10000[",secondary,services,married,may,"[0,10[",no
5735,"[45,50[","[0,10000[",primary,admin.,married,may,"[0,10[",no
5736,"[35,40[","[0,10000[",tertiary,admin.,divorced,may,"[0,10[",no
5737,"[45,50[","[0,10000[",tertiary,technician,single,may,"[0,10[",no
5738,"[45,50[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5739,"[40,45[","[-10000,0[",primary,blue-collar,single,may,"[0,10[",no
5740,"[35,40[","[-10000,0[",secondary,services,married,may,"[0,10[",no
5741,"[30,35[","[-10000,0[",secondary,services,married,may,"[0,10[",yes
5742,*,*,*,*,*,*,*,no
5743,"[25,30[","[0,10000[",secondary,services,married,may,"[0,10[",no
5744,"[30,35[","[-10000,0[",secondary,services,married,may,"[0,10[",no
5745,"[35,40[","[0,10000[",secondary,technician,divorced,may,"[0,10[",no
5746,"[55,60[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5747,"[45,50[","[0,10000[",tertiary,management,single,may,"[0,10[",no
5748,"[50,55[","[0,10000[",secondary,technician,divorced,may,"[0,10[",no
5749,"[40,45[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5750,"[30,35[","[0,10000[",secondary,admin.,married,may,"[0,10[",no
5751,*,*,*,*,*,*,*,no
5752,"[30,35[","[-10000,0[",secondary,technician,single,may,"[0,10[",no
5753,"[30,35[","[0,10000[",secondary,management,married,may,"[0,10[",no
5754,"[50,55[","[0,10000[",secondary,retired,married,may,"[0,10[",no
5755,"[35,40[","[0,10000[",secondary,admin.,married,may,"[0,10[",no
5756,"[35,40[","[0,10000[",secondary,unemployed,single,may,"[0,10[",no
5757,"[30,35[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5758,"[25,30[","[0,10000[",secondary,technician,single,may,"[0,10[",no
5759,"[30,35[","[-10000,0[",secondary,blue-collar,married,may,"[0,10[",no
5760,"[35,40[","[0,10000[",tertiary,unemployed,single,may,"[0,10[",no
5761,"[40,45[","[-10000,0[",secondary,blue-collar,married,may,"[0,10[",no
5762,*,*,*,*,*,*,*,no
5763,"[25,30[","[0,10000[",secondary,admin.,married,may,"[0,10[",no
5764,"[40,45[","[0,10000[",secondary,retired,married,may,"[0,10[",no
5765,"[40,45[","[0,10000[",tertiary,technician,married,may,"[0,10[",no
5766,"[35,40[","[0,10000[",secondary,services,single,may,"[0,10[",no
5767,"[35,40[","[-10000,0[",tertiary,management,married,may,"[0,10[",no
5768,"[30,35[","[0,10000[",secondary,admin.,single,may,"[0,10[",yes
5769,"[50,55[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5770,"[30,35[","[0,10000[",secondary,technician,divorced,may,"[0,10[",no
5771,"[55,60[","[0,10000[",secondary,retired,married,may,"[0,10[",no
5772,"[30,35[","[0,10000[",primary,blue-collar,single,may,"[0,10[",no
5773,"[30,35[","[0,10000[",secondary,admin.,married,may,"[0,10[",no
5774,"[30,35[","[0,10000[",tertiary,services,single,may,"[0,10[",no
5775,"[25,30[","[0,10000[",tertiary,management,single,may,"[0,10[",no
5776,"[30,35[","[0,10000[",tertiary,management,single,may,"[0,10[",no
5777,"[30,35[","[-10000,0[",secondary,technician,married,may,"[0,10[",no
5778,"[30,35[","[0,10000[",tertiary,management,married,may,"[0,10[",no
5779,"[25,30[","[0,10000[",tertiary,management,single,may,"[0,10[",no
5780,"[35,40[","[0,10000[",secondary,services,married,may,"[0,10[",no
5781,"[30,35[","[-10000,0[",secondary,blue-collar,single,may,"[0,10[",no
5782,"[50,55[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5783,"[45,50[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",yes
5784,"[30,35[","[0,10000[",secondary,admin.,married,may,"[0,10[",no
5785,*,*,*,*,*,*,*,no
5786,"[25,30[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5787,"[35,40[","[-10000,0[",secondary,unemployed,married,may,"[0,10[",no
5788,"[30,35[","[-10000,0[",secondary,management,single,may,"[0,10[",no
5789,"[45,50[","[-10000,0[",secondary,technician,married,may,"[0,10[",no
5790,"[30,35[","[0,10000[",tertiary,management,married,may,"[0,10[",no
5791,"[25,30[","[0,10000[",secondary,technician,single,may,"[0,10[",no
5792,"[30,35[","[-10000,0[",primary,blue-collar,single,may,"[0,10[",no
5793,"[40,45[","[-10000,0[",secondary,services,married,may,"[0,10[",no
5794,"[35,40[","[0,10000[",secondary,technician,divorced,may,"[0,10[",no
5795,"[45,50[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5796,"[55,60[","[-10000,0[",secondary,blue-collar,married,may,"[0,10[",no
5797,"[30,35[","[0,10000[",secondary,self-employed,single,may,"[0,10[",no
5798,"[30,35[","[-10000,0[",primary,blue-collar,married,may,"[0,10[",no
5799,"[55,60[","[0,10000[",secondary,technician,divorced,may,"[0,10[",no
5800,"[35,40[","[-10000,0[",secondary,technician,married,may,"[0,10[",no
5801,"[30,35[","[-10000,0[",secondary,blue-collar,married,may,"[0,10[",no
5802,"[40,45[","[-10000,0[",secondary,technician,married,may,"[0,10[",no
5803,"[35,40[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",yes
5804,"[35,40[","[0,10000[",tertiary,management,married,may,"[0,10[",no
5805,"[25,30[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5806,"[30,35[","[-10000,0[",secondary,services,married,may,"[0,10[",no
5807,"[30,35[","[0,10000[",secondary,technician,single,may,"[0,10[",no
5808,"[30,35[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5809,"[25,30[","[0,10000[",secondary,blue-collar,single,may,"[0,10[",no
5810,"[45,50[","[0,10000[",secondary,services,divorced,may,"[0,10[",no
5811,"[25,30[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5812,"[30,35[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5813,"[25,30[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5814,"[40,45[","[0,10000[",secondary,unemployed,married,may,"[0,10[",no
5815,"[25,30[","[0,10000[",tertiary,management,married,may,"[0,10[",no
5816,"[55,60[","[0,10000[",secondary,retired,divorced,may,"[0,10[",no
5817,"[50,55[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5818,"[45,50[","[0,10000[",secondary,services,married,may,"[0,10[",no
5819,"[25,30[","[0,10000[",secondary,admin.,single,may,"[0,10[",no
5820,"[45,50[","[0,10000[",tertiary,management,married,may,"[0,10[",no
5821,"[55,60[","[0,10000[",primary,retired,married,may,"[0,10[",no
5822,"[30,35[","[-10000,0[",secondary,services,divorced,may,"[0,10[",no
5823,"[30,35[","[-10000,0[",unknown,blue-collar,married,may,"[0,10[",no
5824,"[45,50[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5825,"[35,40[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5826,"[45,50[","[0,10000[",tertiary,technician,married,may,"[0,10[",no
5827,"[40,45[","[0,10000[",primary,admin.,married,may,"[0,10[",no
5828,"[30,35[","[-10000,0[",secondary,services,divorced,may,"[0,10[",no
5829,"[25,30[","[0,10000[",secondary,services,married,may,"[0,10[",no
5830,*,*,*,*,*,*,*,no
5831,"[30,35[","[-10000,0[",primary,blue-collar,married,may,"[0,10[",no
5832,"[35,40[","[0,10000[",secondary,services,married,may,"[0,10[",no
5833,"[30,35[","[0,10000[",secondary,admin.,single,may,"[0,10[",no
5834,"[45,50[","[0,10000[",secondary,technician,divorced,may,"[0,10[",no
5835,"[30,35[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5836,"[30,35[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5837,"[25,30[","[-10000,0[",secondary,blue-collar,married,may,"[0,10[",no
5838,"[30,35[","[0,10000[",tertiary,management,single,may,"[0,10[",no
5839,"[55,60[","[0,10000[",tertiary,retired,married,may,"[0,10[",no
5840,"[45,50[","[-10000,0[",secondary,technician,divorced,may,"[0,10[",no
5841,"[30,35[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5842,"[30,35[","[-10000,0[",secondary,blue-collar,married,may,"[0,10[",no
5843,"[30,35[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5844,"[40,45[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5845,"[25,30[","[0,10000[",tertiary,technician,single,may,"[0,10[",no
5846,"[25,30[","[0,10000[",tertiary,self-employed,single,may,"[0,10[",yes
5847,"[30,35[","[-10000,0[",secondary,blue-collar,divorced,may,"[0,10[",no
5848,*,*,*,*,*,*,*,no
5849,"[30,35[","[0,10000[",tertiary,management,married,may,"[0,10[",no
5850,"[25,30[","[0,10000[",secondary,unemployed,married,may,"[0,10[",no
5851,"[50,55[","[-10000,0[",tertiary,management,married,may,"[0,10[",no
5852,"[35,40[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5853,"[30,35[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5854,"[35,40[","[-10000,0[",secondary,blue-collar,divorced,may,"[0,10[",no
5855,"[25,30[","[0,10000[",secondary,technician,single,may,"[0,10[",no
5856,"[30,35[","[0,10000[",secondary,admin.,single,may,"[0,10[",yes
5857,"[30,35[","[-10000,0[",secondary,services,married,may,"[0,10[",no
5858,"[35,40[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5859,"[25,30[","[0,10000[",tertiary,technician,single,may,"[0,10[",no
5860,"[30,35[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5861,"[35,40[","[0,10000[",secondary,blue-collar,single,may,"[0,10[",no
5862,"[40,45[","[0,10000[",tertiary,management,divorced,may,"[0,10[",no
5863,"[35,40[","[0,10000[",tertiary,technician,divorced,may,"[0,10[",no
5864,"[50,55[","[0,10000[",secondary,services,married,may,"[0,10[",no
5865,"[35,40[","[-10000,0[",tertiary,management,married,may,"[0,10[",no
5866,"[35,40[","[0,10000[",secondary,blue-collar,divorced,may,"[0,10[",yes
5867,"[40,45[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5868,"[40,45[","[-10000,0[",tertiary,management,married,may,"[0,10[",no
5869,"[25,30[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5870,"[30,35[","[0,10000[",secondary,technician,single,may,"[0,10[",no
5871,"[25,30[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5872,"[30,35[","[0,10000[",secondary,unemployed,married,may,"[0,10[",no
5873,"[50,55[","[-10000,0[",secondary,management,divorced,may,"[0,10[",no
5874,"[30,35[","[0,10000[",tertiary,admin.,married,may,"[0,10[",no
5875,"[25,30[","[0,10000[",tertiary,management,single,may,"[0,10[",no
5876,"[50,55[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5877,"[35,40[","[0,10000[",secondary,technician,divorced,may,"[0,10[",no
5878,"[30,35[","[0,10000[",secondary,unemployed,married,may,"[0,10[",no
5879,"[30,35[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5880,"[55,60[","[0,10000[",primary,retired,divorced,may,"[0,10[",no
5881,"[20,25[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5882,"[30,35[","[0,10000[",secondary,technician,divorced,may,"[0,10[",no
5883,*,*,*,*,*,*,*,no
5884,"[30,35[","[0,10000[",secondary,blue-collar,divorced,may,"[0,10[",no
5885,"[40,45[","[0,10000[",unknown,blue-collar,married,may,"[0,10[",no
5886,"[25,30[","[0,10000[",tertiary,management,single,may,"[0,10[",no
5887,"[45,50[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5888,"[30,35[","[0,10000[",tertiary,management,married,may,"[0,10[",yes
5889,"[35,40[","[-10000,0[",primary,blue-collar,married,may,"[0,10[",no
5890,"[35,40[","[0,10000[",secondary,management,married,may,"[0,10[",no
5891,"[45,50[","[0,10000[",secondary,blue-collar,divorced,may,"[0,10[",no
5892,"[30,35[","[-10000,0[",secondary,services,married,may,"[0,10[",no
5893,*,*,*,*,*,*,*,no
5894,"[30,35[","[-10000,0[",secondary,admin.,divorced,may,"[0,10[",no
5895,"[25,30[","[0,10000[",secondary,blue-collar,single,may,"[0,10[",no
5896,"[35,40[","[-10000,0[",secondary,admin.,married,may,"[0,10[",no
5897,"[35,40[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5898,"[30,35[","[-10000,0[",secondary,services,married,may,"[0,10[",no
5899,"[25,30[","[0,10000[",secondary,management,married,may,"[0,10[",no
5900,"[50,55[","[0,10000[",secondary,blue-collar,single,may,"[0,10[",no
5901,"[45,50[","[0,10000[",secondary,admin.,divorced,may,"[0,10[",no
5902,"[30,35[","[-10000,0[",secondary,blue-collar,divorced,may,"[0,10[",no
5903,"[30,35[","[-10000,0[",secondary,technician,married,may,"[0,10[",no
5904,"[25,30[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5905,"[30,35[","[-10000,0[",secondary,admin.,married,may,"[0,10[",no
5906,"[30,35[","[0,10000[",secondary,services,married,may,"[0,10[",no
5907,"[20,25[","[-10000,0[",secondary,technician,single,may,"[0,10[",no
5908,"[30,35[","[0,10000[",tertiary,management,single,may,"[0,10[",no
5909,"[45,50[","[0,10000[",tertiary,management,divorced,may,"[0,10[",no
5910,"[40,45[","[0,10000[",unknown,blue-collar,married,may,"[0,10[",no
5911,"[30,35[","[0,10000[",secondary,unemployed,single,may,"[0,10[",no
5912,"[35,40[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5913,"[40,45[","[-10000,0[",primary,blue-collar,married,may,"[0,10[",no
5914,"[35,40[","[0,10000[",secondary,services,married,may,"[0,10[",no
5915,*,*,*,*,*,*,*,no
5916,"[40,45[","[-10000,0[",secondary,blue-collar,married,may,"[0,10[",no
5917,"[35,40[","[-10000,0[",secondary,technician,single,may,"[0,10[",no
5918,*,*,*,*,*,*,*,no
5919,"[50,55[","[0,10000[",secondary,services,married,may,"[0,10[",no
5920,"[40,45[","[-10000,0[",secondary,technician,married,may,"[0,10[",no
5921,*,*,*,*,*,*,*,no
5922,"[35,40[","[0,10000[",secondary,entrepreneur,married,may,"[0,10[",no
5923,"[55,60[","[0,10000[",secondary,retired,married,may,"[0,10[",no
5924,"[25,30[","[0,10000[",secondary,technician,single,may,"[0,10[",no
5925,"[30,35[","[-10000,0[",tertiary,management,single,may,"[0,10[",no
5926,"[25,30[","[0,10000[",tertiary,student,single,may,"[0,10[",no
5927,"[40,45[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5928,"[25,30[","[0,10000[",tertiary,management,married,may,"[0,10[",no
5929,"[45,50[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5930,"[35,40[","[0,10000[",secondary,services,married,may,"[0,10[",no
5931,"[25,30[","[0,10000[",tertiary,technician,single,may,"[0,10[",no
5932,"[35,40[","[0,10000[",secondary,admin.,divorced,may,"[0,10[",yes
5933,"[30,35[","[-10000,0[",tertiary,technician,married,may,"[0,10[",no
5934,"[40,45[","[-10000,0[",secondary,services,married,may,"[0,10[",no
5935,"[40,45[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5936,"[30,35[","[-10000,0[",secondary,technician,married,may,"[0,10[",no
5937,*,*,*,*,*,*,*,no
5938,"[25,30[","[0,10000[",secondary,admin.,single,may,"[0,10[",yes
5939,*,*,*,*,*,*,*,no
5940,"[50,55[","[-10000,0[",secondary,blue-collar,married,may,"[0,10[",no
5941,"[30,35[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5942,"[40,45[","[-10000,0[",secondary,admin.,divorced,may,"[0,10[",no
5943,"[35,40[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5944,"[30,35[","[0,10000[",tertiary,unemployed,single,may,"[0,10[",no
5945,"[55,60[","[0,10000[",secondary,services,divorced,may,"[0,10[",no
5946,"[30,35[","[0,10000[",tertiary,technician,single,may,"[0,10[",no
5947,"[40,45[","[0,10000[",secondary,admin.,married,may,"[0,10[",no
5948,"[45,50[","[0,10000[",unknown,technician,married,may,"[0,10[",no
5949,"[40,45[","[-10000,0[",primary,blue-collar,married,may,"[0,10[",no
5950,"[35,40[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5951,"[35,40[","[0,10000[",tertiary,unemployed,married,may,"[0,10[",no
5952,"[40,45[","[-10000,0[",primary,blue-collar,married,may,"[0,10[",no
5953,"[40,45[","[-10000,0[",tertiary,management,married,may,"[0,10[",no
5954,"[35,40[","[0,10000[",secondary,services,married,may,"[0,10[",no
5955,"[35,40[","[-10000,0[",secondary,technician,divorced,may,"[0,10[",no
5956,"[30,35[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5957,"[40,45[","[-10000,0[",secondary,admin.,married,may,"[0,10[",no
5958,"[30,35[","[0,10000[",tertiary,technician,married,may,"[0,10[",no
5959,"[30,35[","[0,10000[",tertiary,management,divorced,may,"[0,10[",yes
5960,"[30,35[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5961,"[25,30[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5962,"[35,40[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5963,"[30,35[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5964,"[35,40[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5965,"[35,40[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5966,"[45,50[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5967,"[40,45[","[0,10000[",secondary,admin.,married,may,"[0,10[",no
5968,"[50,55[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5969,"[45,50[","[-10000,0[",secondary,blue-collar,married,may,"[0,10[",no
5970,"[55,60[","[0,10000[",primary,management,married,may,"[0,10[",no
5971,"[25,30[","[0,10000[",secondary,admin.,married,may,"[0,10[",no
5972,"[45,50[","[0,10000[",secondary,management,married,may,"[0,10[",no
5973,"[30,35[","[0,10000[",secondary,services,married,may,"[0,10[",yes
5974,"[40,45[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5975,"[30,35[","[0,10000[",tertiary,management,married,may,"[0,10[",no
5976,"[30,35[","[0,10000[",secondary,admin.,married,may,"[0,10[",yes
5977,"[25,30[","[0,10000[",tertiary,admin.,married,may,"[0,10[",no
5978,"[45,50[","[-10000,0[",tertiary,management,divorced,may,"[0,10[",no
5979,"[30,35[","[0,10000[",secondary,management,single,may,"[0,10[",no
5980,"[25,30[","[0,10000[",secondary,technician,single,may,"[0,10[",no
5981,"[40,45[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
5982,"[55,60[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5983,"[45,50[","[0,10000[",tertiary,management,single,may,"[0,10[",no
5984,"[45,50[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5985,"[20,25[","[0,10000[",tertiary,management,single,may,"[0,10[",no
5986,"[35,40[","[0,10000[",secondary,technician,divorced,may,"[0,10[",no
5987,"[30,35[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5988,"[35,40[","[-10000,0[",primary,blue-collar,married,may,"[0,10[",no
5989,"[30,35[","[0,10000[",secondary,management,single,may,"[0,10[",no
5990,*,*,*,*,*,*,*,no
5991,"[30,35[","[0,10000[",secondary,admin.,single,may,"[0,10[",no
5992,"[30,35[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
5993,"[25,30[","[0,10000[",secondary,technician,single,may,"[0,10[",no
5994,"[40,45[","[0,10000[",secondary,technician,divorced,may,"[0,10[",no
5995,"[30,35[","[0,10000[",primary,unemployed,married,may,"[0,10[",no
5996,"[35,40[","[0,10000[",secondary,technician,married,may,"[0,10[",no
5997,"[25,30[","[0,10000[",secondary,blue-collar,single,may,"[0,10[",no
5998,"[45,50[","[-10000,0[",secondary,technician,married,may,"[0,10[",no
5999,"[35,40[","[0,10000[",tertiary,management,single,may,"[0,10[",no
6000,*,*,*,*,*,*,*,no
6001,"[30,35[","[0,10000[",secondary,technician,single,may,"[0,10[",no
6002,"[45,50[","[0,10000[",tertiary,management,divorced,may,"[0,10[",no
6003,"[30,35[","[0,10000[",secondary,services,single,may,"[0,10[",no
6004,*,*,*,*,*,*,*,no
6005,*,*,*,*,*,*,*,yes
6006,"[20,25[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",yes
6007,"[30,35[","[-10000,0[",secondary,blue-collar,married,may,"[0,10[",no
6008,"[25,30[","[0,10000[",secondary,technician,single,may,"[0,10[",no
6009,"[30,35[","[0,10000[",secondary,services,married,may,"[0,10[",no
6010,*,*,*,*,*,*,*,no
6011,"[45,50[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
6012,"[25,30[","[0,10000[",secondary,technician,single,may,"[0,10[",no
6013,"[45,50[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
6014,"[35,40[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
6015,"[30,35[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
6016,"[40,45[","[0,10000[",primary,services,married,may,"[0,10[",no
6017,*,*,*,*,*,*,*,no
6018,"[50,55[","[0,10000[",tertiary,management,single,may,"[0,10[",no
6019,"[35,40[","[0,10000[",tertiary,entrepreneur,married,may,"[0,10[",no
6020,"[30,35[","[0,10000[",secondary,technician,single,may,"[0,10[",no
6021,"[25,30[","[0,10000[",secondary,services,single,may,"[0,10[",yes
6022,"[30,35[","[0,10000[",secondary,unemployed,married,may,"[0,10[",no
6023,"[50,55[","[0,10000[",secondary,blue-collar,divorced,may,"[0,10[",no
6024,"[30,35[","[0,10000[",tertiary,technician,married,may,"[0,10[",no
6025,"[40,45[","[-10000,0[",primary,blue-collar,married,may,"[0,10[",no
6026,"[40,45[","[0,10000[",secondary,technician,married,may,"[0,10[",no
6027,"[45,50[","[-10000,0[",secondary,blue-collar,married,may,"[0,10[",no
6028,"[35,40[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
6029,"[30,35[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
6030,"[30,35[","[0,10000[",secondary,blue-collar,single,may,"[0,10[",no
6031,"[40,45[","[-10000,0[",secondary,admin.,divorced,may,"[0,10[",no
6032,"[20,25[","[0,10000[",secondary,services,married,may,"[0,10[",no
6033,"[35,40[","[0,10000[",tertiary,management,married,may,"[0,10[",no
6034,"[30,35[","[0,10000[",secondary,blue-collar,single,may,"[0,10[",no
6035,"[35,40[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
6036,"[30,35[","[0,10000[",secondary,blue-collar,single,may,"[0,10[",no
6037,"[30,35[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
6038,"[55,60[","[0,10000[",primary,retired,married,may,"[0,10[",no
6039,*,*,*,*,*,*,*,no
6040,"[45,50[","[0,10000[",secondary,technician,divorced,may,"[0,10[",no
6041,"[35,40[","[0,10000[",secondary,technician,married,may,"[0,10[",no
6042,"[30,35[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
6043,"[30,35[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
6044,"[45,50[","[0,10000[",secondary,management,married,may,"[0,10[",no
6045,"[55,60[","[0,10000[",primary,blue-collar,single,may,"[0,10[",no
6046,"[30,35[","[0,10000[",secondary,admin.,divorced,may,"[0,10[",no
6047,"[25,30[","[-10000,0[",secondary,services,single,may,"[0,10[",no
6048,"[30,35[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
6049,"[30,35[","[-10000,0[",secondary,blue-collar,married,may,"[0,10[",no
6050,*,*,*,*,*,*,*,no
6051,"[35,40[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
6052,"[35,40[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
6053,*,*,*,*,*,*,*,no
6054,"[35,40[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
6055,"[25,30[","[0,10000[",secondary,student,single,may,"[0,10[",no
6056,"[45,50[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
6057,"[35,40[","[0,10000[",secondary,blue-collar,single,may,"[0,10[",no
6058,"[30,35[","[-10000,0[",secondary,admin.,divorced,may,"[0,10[",no
6059,"[30,35[","[0,10000[",tertiary,services,single,may,"[0,10[",no
6060,"[35,40[","[0,10000[",tertiary,management,single,may,"[0,10[",no
6061,"[20,25[","[0,10000[",tertiary,management,single,may,"[0,10[",no
6062,"[30,35[","[0,10000[",secondary,blue-collar,single,may,"[0,10[",no
6063,"[30,35[","[0,10000[",secondary,services,married,may,"[0,10[",no
6064,"[30,35[","[0,10000[",tertiary,management,married,may,"[0,10[",no
6065,"[30,35[","[0,10000[",tertiary,management,single,may,"[0,10[",no
6066,"[40,45[","[0,10000[",secondary,services,married,may,"[0,10[",no
6067,"[40,45[","[0,10000[",secondary,services,married,may,"[0,10[",no
6068,"[30,35[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
6069,"[45,50[","[0,10000[",secondary,technician,divorced,may,"[0,10[",no
6070,"[30,35[","[0,10000[",secondary,technician,single,may,"[0,10[",no
6071,*,*,*,*,*,*,*,no
6072,"[35,40[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
6073,"[25,30[","[0,10000[",secondary,technician,married,may,"[0,10[",no
6074,"[35,40[","[-10000,0[",secondary,blue-collar,married,may,"[0,10[",no
6075,"[50,55[","[-10000,0[",primary,blue-collar,married,may,"[0,10[",no
6076,"[45,50[","[-10000,0[",tertiary,management,married,may,"[0,10[",no
6077,"[30,35[","[0,10000[",tertiary,management,married,may,"[0,10[",no
6078,"[35,40[","[-10000,0[",tertiary,entrepreneur,single,may,"[0,10[",no
6079,"[20,25[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
6080,*,*,*,*,*,*,*,no
6081,"[35,40[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
6082,"[35,40[","[0,10000[",secondary,entrepreneur,married,may,"[0,10[",no
6083,"[50,55[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
6084,"[40,45[","[0,10000[",secondary,blue-collar,single,may,"[0,10[",no
6085,"[35,40[","[0,10000[",secondary,technician,married,may,"[0,10[",no
6086,"[35,40[","[0,10000[",secondary,services,single,may,"[0,10[",no
6087,"[40,45[","[0,10000[",secondary,management,single,may,"[0,10[",no
6088,"[50,55[","[-10000,0[",secondary,technician,married,may,"[0,10[",no
6089,"[35,40[","[0,10000[",tertiary,unemployed,married,may,"[0,10[",no
6090,"[45,50[","[0,10000[",secondary,management,married,may,"[0,10[",no
6091,"[35,40[","[-10000,0[",secondary,blue-collar,married,may,"[0,10[",no
6092,"[45,50[","[0,10000[",tertiary,technician,divorced,may,"[0,10[",no
6093,"[50,55[","[0,10000[",tertiary,management,married,may,"[0,10[",no
6094,"[45,50[","[0,10000[",primary,admin.,married,may,"[0,10[",no
6095,"[40,45[","[0,10000[",secondary,admin.,married,may,"[0,10[",no
6096,"[45,50[","[0,10000[",secondary,blue-collar,married,may,"[0,10[",no
6097,"[30,35[","[-10000,0[",secondary,admin.,single,may,"[0,10[",no
6098,"[40,45[","[0,10000[",secondary,admin.,married,may,"[0,10[",no
6099,"[35,40[","[0,10000[",primary,blue-collar,married,may,"[0,10[",no
