index,age,workclass,education,marital_status,occupation,sex,income
651,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
652,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
653,*,*,*,*,*,*,<=50K
654,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
655,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
656,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
657,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,>50K
658,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
659,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
660,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
661,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
662,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
663,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
664,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
665,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
666,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
667,*,*,*,*,*,*,<=50K
668,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
669,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
670,*,*,*,*,*,*,<=50K
671,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
672,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
673,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
674,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
675,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
676,*,*,*,*,*,*,>50K
677,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
678,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
679,*,*,*,*,*,*,<=50K
680,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
681,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
682,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
683,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
684,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
685,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
686,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
687,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
688,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
689,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,<=50K
690,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
691,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
692,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
693,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
694,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
695,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
696,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
697,*,*,*,*,*,*,>50K
698,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
699,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
700,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
701,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,<=50K
702,*,*,*,*,*,*,>50K
703,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
704,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
705,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
706,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
707,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
708,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
709,*,*,*,*,*,*,<=50K
710,*,*,*,*,*,*,>50K
711,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
712,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
713,*,*,*,*,*,*,>50K
714,*,*,*,*,*,*,<=50K
715,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
716,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
717,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
718,*,*,*,*,*,*,<=50K
719,*,*,*,*,*,*,<=50K
720,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
721,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
722,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
723,*,*,*,*,*,*,<=50K
724,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
725,*,*,*,*,*,*,>50K
726,*,*,*,*,*,*,<=50K
727,*,*,*,*,*,*,<=50K
728,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
729,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
730,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
731,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
732,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,<=50K
733,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
734,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
735,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
736,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
737,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
738,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
739,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
740,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
741,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
742,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
743,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
744,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
745,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
746,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
747,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
748,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
749,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
750,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
751,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
752,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
753,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
754,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
755,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
756,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
757,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
758,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
759,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
760,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
761,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
762,*,*,*,*,*,*,<=50K
763,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
764,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
765,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
766,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
767,*,*,*,*,*,*,<=50K
768,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
769,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
770,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
771,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
772,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,>50K
773,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
774,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
775,*,*,*,*,*,*,<=50K
776,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
777,*,*,*,*,*,*,>50K
778,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
779,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
780,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
781,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
782,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,>50K
783,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
784,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
785,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
786,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
787,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
788,"[40, 80[",Government,Higher education,Spouse not present,Technical,Female,<=50K
789,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
790,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
791,*,*,*,*,*,*,<=50K
792,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
793,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
794,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
795,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,>50K
796,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
797,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
798,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
799,*,*,*,*,*,*,>50K
800,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
801,*,*,*,*,*,*,<=50K
802,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
803,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
804,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
805,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
806,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
807,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
808,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
809,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
810,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
811,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
812,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
813,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,>50K
814,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
815,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
816,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
817,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
818,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
819,*,*,*,*,*,*,<=50K
820,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
821,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
822,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
823,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
824,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
825,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
826,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,>50K
827,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
828,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
829,*,*,*,*,*,*,<=50K
830,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
831,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
832,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
833,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
834,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
835,*,*,*,*,*,*,<=50K
836,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
837,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
838,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
839,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
840,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
841,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
842,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
843,*,*,*,*,*,*,<=50K
844,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
845,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
846,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
847,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
848,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
849,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
850,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
851,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
852,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
853,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
854,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
855,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
856,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
857,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
858,*,*,*,*,*,*,<=50K
859,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
860,*,*,*,*,*,*,<=50K
861,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
862,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
863,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
864,*,*,*,*,*,*,<=50K
865,*,*,*,*,*,*,<=50K
866,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
867,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
868,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
869,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
870,*,*,*,*,*,*,<=50K
871,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
872,*,*,*,*,*,*,<=50K
873,*,*,*,*,*,*,<=50K
874,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
875,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
876,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
877,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
878,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
879,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
880,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
881,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
882,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
883,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
884,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
885,*,*,*,*,*,*,<=50K
886,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
887,*,*,*,*,*,*,>50K
888,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
889,*,*,*,*,*,*,<=50K
890,*,*,*,*,*,*,>50K
891,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
892,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
893,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
894,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
895,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
896,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
897,*,*,*,*,*,*,<=50K
898,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
899,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
900,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
901,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
902,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
903,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
904,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
905,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
906,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
907,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
908,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
909,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
910,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
911,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
912,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
913,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
914,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
915,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
916,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
917,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
918,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
919,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
920,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
921,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
922,*,*,*,*,*,*,>50K
923,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
924,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
925,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
926,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
927,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
928,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
929,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
930,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
931,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
932,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
933,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
934,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
935,*,*,*,*,*,*,>50K
936,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
937,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
938,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
939,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
940,*,*,*,*,*,*,>50K
941,*,*,*,*,*,*,<=50K
942,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
943,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
944,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
945,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
946,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
947,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
948,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
949,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
950,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
951,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
952,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
953,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
954,*,*,*,*,*,*,>50K
955,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
956,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
957,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
958,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
959,"[40, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
960,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
961,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
962,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
963,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
964,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
965,*,*,*,*,*,*,<=50K
966,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
967,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
968,*,*,*,*,*,*,<=50K
969,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
970,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
971,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
972,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
973,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
974,*,*,*,*,*,*,<=50K
975,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
976,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
977,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
978,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
979,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
980,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
981,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
982,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
983,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
984,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
985,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,>50K
986,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
987,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
988,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
989,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
990,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
991,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
992,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
993,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
994,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
995,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
996,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
997,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
998,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
999,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
1000,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
1001,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
1002,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
1003,*,*,*,*,*,*,<=50K
1004,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
1005,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
1006,*,*,*,*,*,*,>50K
1007,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
1008,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
1009,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
1010,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
1011,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
1012,*,*,*,*,*,*,>50K
1013,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
1014,*,*,*,*,*,*,<=50K
1015,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
1016,*,*,*,*,*,*,>50K
1017,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
1018,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
1019,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
1020,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
1021,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
1022,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
1023,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
1024,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
