level_0,index,age,workclass,education,marital_status,occupation,sex,income
3102,3102,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
3103,3103,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3104,3104,"[40, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
3106,3106,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
3107,3107,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
3108,3108,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
3109,3109,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3110,3110,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3111,3111,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3112,3112,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
3113,3113,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
3114,3114,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3115,3115,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3116,3116,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3117,3117,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3118,3118,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3119,3119,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
3120,3120,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3121,3121,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
3122,3122,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
3123,3123,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
3125,3125,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3126,3126,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
3127,3127,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3129,3129,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3130,3130,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
3131,3131,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
3132,3132,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
3133,3133,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3135,3135,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3137,3137,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3139,3139,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
3140,3140,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
3141,3141,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
3142,3142,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3143,3143,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3144,3144,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
3145,3145,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
3147,3147,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3148,3148,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3149,3149,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
3150,3150,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3151,3151,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3152,3152,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3153,3153,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
3154,3154,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3155,3155,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
3156,3156,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3157,3157,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3158,3158,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
3159,3159,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3160,3160,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3161,3161,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
3162,3162,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
3163,3163,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3164,3164,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3165,3165,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
3166,3166,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3167,3167,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3168,3168,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3170,3170,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
3171,3171,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
3172,3172,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,>50K
3173,3173,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3174,3174,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
3175,3175,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3176,3176,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3177,3177,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
3178,3178,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3179,3179,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
3182,3182,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3183,3183,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
3184,3184,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3185,3185,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
3186,3186,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3189,3189,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3190,3190,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3191,3191,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3192,3192,"[40, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
3194,3194,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
3195,3195,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3196,3196,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3197,3197,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3198,3198,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3200,3200,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
3202,3202,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
3203,3203,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
3205,3205,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3206,3206,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
3208,3208,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
3210,3210,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
3211,3211,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
3212,3212,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3214,3214,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
3215,3215,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3216,3216,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
3217,3217,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3218,3218,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
3219,3219,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3220,3220,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3221,3221,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
3222,3222,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
3223,3223,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
3224,3224,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3225,3225,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3226,3226,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
3227,3227,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3229,3229,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3230,3230,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
3232,3232,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
3235,3235,"[40, 80[",Government,Higher education,Spouse not present,Technical,Female,<=50K
3236,3236,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
3237,3237,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
3238,3238,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
3239,3239,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
3240,3240,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3241,3241,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3242,3242,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
3243,3243,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,>50K
3245,3245,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3246,3246,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3248,3248,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
3249,3249,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
3250,3250,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
3251,3251,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
3252,3252,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
3253,3253,"[40, 80[",Government,Higher education,Spouse not present,Technical,Female,<=50K
3254,3254,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3255,3255,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
3256,3256,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
3257,3257,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
3259,3259,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3260,3260,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
3261,3261,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
3262,3262,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3263,3263,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
3264,3264,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3265,3265,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
3266,3266,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
3268,3268,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
3269,3269,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3270,3270,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3272,3272,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,>50K
3273,3273,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
3274,3274,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3275,3275,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3276,3276,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
3277,3277,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3278,3278,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3279,3279,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
3280,3280,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3281,3281,"[40, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
3282,3282,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
3283,3283,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
3284,3284,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
3286,3286,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
3287,3287,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
3288,3288,"[40, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
3289,3289,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
3290,3290,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3291,3291,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,>50K
3292,3292,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
3293,3293,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Female,>50K
3294,3294,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
3296,3296,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3297,3297,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3298,3298,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,<=50K
3299,3299,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3300,3300,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3301,3301,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
3302,3302,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3303,3303,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
3304,3304,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
3305,3305,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3306,3306,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
3307,3307,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3308,3308,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3309,3309,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
3310,3310,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
3311,3311,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3314,3314,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3315,3315,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
3316,3316,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3317,3317,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
3318,3318,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
3321,3321,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
3322,3322,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
3323,3323,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3324,3324,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
3325,3325,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
3327,3327,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
3328,3328,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3329,3329,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
3330,3330,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
3331,3331,"[40, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
3334,3334,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
3335,3335,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3336,3336,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
3337,3337,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
3338,3338,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
3339,3339,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
3340,3340,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3341,3341,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
3342,3342,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3343,3343,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
3344,3344,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
3345,3345,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3346,3346,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3347,3347,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
3348,3348,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3349,3349,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3350,3350,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
3351,3351,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3352,3352,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
3353,3353,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
3354,3354,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
3356,3356,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,>50K
3357,3357,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3358,3358,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
3359,3359,"[40, 80[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
3361,3361,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
3362,3362,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
3365,3365,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3367,3367,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3368,3368,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3369,3369,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
3370,3370,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3371,3371,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
3372,3372,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
3373,3373,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3374,3374,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
3375,3375,"[40, 80[",Non-Government,Higher education,Spouse not present,Technical,Male,<=50K
3376,3376,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
3377,3377,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
3378,3378,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
3380,3380,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
3382,3382,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3383,3383,"[0, 40[",Non-Government,Higher education,Spouse not present,Technical,Female,<=50K
3384,3384,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
3385,3385,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3386,3386,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3387,3387,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
3388,3388,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3389,3389,"[40, 80[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
3390,3390,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3391,3391,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3392,3392,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3393,3393,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
3395,3395,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3396,3396,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
3397,3397,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3399,3399,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3400,3400,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3401,3401,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
3402,3402,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3403,3403,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3404,3404,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3405,3405,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
3406,3406,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3408,3408,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3409,3409,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3411,3411,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3412,3412,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3416,3416,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
3417,3417,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3418,3418,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3419,3419,"[40, 80[",Government,Higher education,Spouse present,Technical,Male,>50K
3420,3420,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
3421,3421,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,>50K
3422,3422,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3423,3423,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3424,3424,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,>50K
3425,3425,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
3426,3426,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,>50K
3427,3427,"[40, 80[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
3428,3428,"[40, 80[",Non-Government,Higher education,Spouse not present,Other,Female,<=50K
3429,3429,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Male,<=50K
3430,3430,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
3431,3431,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3432,3432,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,>50K
3433,3433,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3434,3434,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
3436,3436,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3437,3437,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
3438,3438,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,<=50K
3439,3439,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3440,3440,"[0, 40[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
3442,3442,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3443,3443,"[40, 80[",Government,Higher education,Spouse not present,Technical,Female,>50K
3444,3444,"[40, 80[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
3445,3445,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Female,<=50K
3446,3446,"[0, 40[",Non-Government,Higher education,Spouse present,Other,Male,<=50K
3447,3447,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
3448,3448,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
3449,3449,"[40, 80[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3450,3450,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
3451,3451,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3452,3452,"[0, 40[",Non-Government,Secondary education,Spouse not present,Other,Female,<=50K
3453,3453,"[0, 40[",Non-Government,Secondary education,Spouse not present,Nontechnical,Male,<=50K
3454,3454,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Male,<=50K
3455,3455,"[40, 80[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
3456,3456,"[0, 40[",Non-Government,Secondary education,Spouse present,Other,Male,<=50K
3457,3457,"[0, 40[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3458,3458,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,>50K
3461,3461,"[0, 40[",Non-Government,Higher education,Spouse not present,Nontechnical,Female,<=50K
3462,3462,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Female,<=50K
3463,3463,"[0, 40[",Non-Government,Secondary education,Spouse present,Nontechnical,Male,<=50K
3464,3464,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3465,3465,"[40, 80[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
3466,3466,"[40, 80[",Non-Government,Higher education,Spouse present,Nontechnical,Male,>50K
3467,3467,"[0, 40[",Non-Government,Higher education,Spouse present,Nontechnical,Male,<=50K
3468,3468,"[0, 40[",Non-Government,Secondary education,Spouse not present,Technical,Male,<=50K
3470,3470,"[40, 80[",Non-Government,Secondary education,Spouse present,Technical,Male,<=50K
3471,3471,"[0, 40[",Non-Government,Higher education,Spouse not present,Other,Male,<=50K
3472,3472,"[40, 80[",Non-Government,Higher education,Spouse present,Technical,Male,>50K
