-8019,[-8000,<-8000,<-8000,<-8000,"[-10000,0[",<0,*
1457,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1458,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1459,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1460,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1461,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1462,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1463,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1464,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1465,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1466,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1467,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1468,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1469,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1470,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1471,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1472,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1473,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1474,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1475,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1476,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1477,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1478,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1479,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1480,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1481,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1482,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1483,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1484,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1485,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1486,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1487,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1489,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1490,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1491,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1492,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1493,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1494,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1495,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1496,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1497,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1498,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1499,"[1000,1500[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1500,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1501,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1502,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1503,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1504,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1506,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1507,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1508,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1509,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1510,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1511,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1512,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1513,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1514,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1515,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1516,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1517,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1518,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1519,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1520,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1521,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1522,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1523,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1524,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1525,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1526,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1527,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1528,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1529,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1530,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1531,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1532,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1533,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1534,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1535,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1536,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1537,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1538,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1539,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1540,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1541,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1542,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1543,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1544,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1545,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1546,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1547,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1548,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1549,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1550,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1551,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1553,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1554,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1555,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1556,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1557,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1558,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1559,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1560,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1561,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1562,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1563,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1564,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1565,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1566,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1567,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1568,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1569,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1570,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1571,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1572,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1573,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1574,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1575,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1576,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1577,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1578,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1579,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1580,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1581,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1582,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1583,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1584,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1585,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1586,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1587,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1588,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1589,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1590,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1591,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1592,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1593,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1594,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1595,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1596,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1597,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1598,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1599,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1600,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1601,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1602,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1603,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1604,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1605,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1606,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1607,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1608,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1609,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1610,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1611,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1612,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1613,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1614,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1615,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1616,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1617,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1618,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1619,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1620,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1621,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1622,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1623,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1624,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1625,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1626,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1627,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1628,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1629,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1630,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1631,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1632,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1633,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1634,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1635,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1636,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1637,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1638,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1639,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1640,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1641,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1642,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1643,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1644,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1645,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1646,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1647,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1648,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1649,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1650,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1651,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1653,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1654,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1655,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1656,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1657,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1659,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1660,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1661,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1662,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1663,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1664,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1665,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1666,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1667,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1669,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1670,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1671,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1672,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1673,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1674,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1675,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1676,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1677,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1678,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1679,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1680,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1681,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1682,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1683,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1684,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1685,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1686,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1687,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1688,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1689,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1690,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1691,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1692,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1693,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1694,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1695,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1696,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1697,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1698,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1699,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1700,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1701,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1702,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1703,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1704,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1705,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1706,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1707,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1708,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1709,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1710,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1711,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1712,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1713,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1714,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1715,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1716,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1717,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1718,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1719,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1720,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1721,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1722,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1723,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1724,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1725,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1726,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1727,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1728,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1729,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1730,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1731,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1732,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1733,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1734,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1735,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1736,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1737,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1738,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1739,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1740,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
1741,"[1500,2000[","[1000,2000[","[0,2000[","[0,4000[","[0,10000[","[0,10000[",*
